"@timestamp","source.ip","source.port","source.packets","source.bytes","destination.ip","destination.port","destination.packets","destination.bytes","network.bytes","network.transport","event.duration","network.packets"
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,184",12,"2,570","10.0.22.101","13,002",12,"1,326","3,896",tcp,"1,611,034",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,184",6,"1,285","10.0.22.101","13,002",6,663,"1,948",tcp,"1,392,851",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,350",4,288,"10.0.22.101","13,003",2,152,440,tcp,"239,194",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,350",2,144,"10.0.22.101","13,003",1,76,220,tcp,"192,843",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,188",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"1,242,283",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,188",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"1,107,545",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","34,954",4,288,"10.0.22.101","13,004",2,152,440,tcp,"228,148",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","34,954",2,144,"10.0.22.101","13,004",1,76,220,tcp,"194,746",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,138",4,288,"10.0.22.101","13,005",2,152,440,tcp,"265,316",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,138",2,144,"10.0.22.101","13,005",1,76,220,tcp,"222,944",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,126",4,288,"10.0.22.101","13,006",2,152,440,tcp,"244,903",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,126",2,144,"10.0.22.101","13,006",1,76,220,tcp,"220,556",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,490",4,288,"10.0.22.101","13,001",2,152,440,tcp,"227,305",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,490",2,144,"10.0.22.101","13,001",1,76,220,tcp,"192,850",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,198",4,288,"10.0.22.101","13,002",2,152,440,tcp,"271,501",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,198",2,144,"10.0.22.101","13,002",1,76,220,tcp,"219,095",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,364",4,288,"10.0.22.101","13,003",2,152,440,tcp,"284,773",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,364",2,144,"10.0.22.101","13,003",1,76,220,tcp,"225,827",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","34,966",4,288,"10.0.22.101","13,004",2,152,440,tcp,"238,412",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","34,966",2,144,"10.0.22.101","13,004",1,76,220,tcp,"193,588",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,150",4,288,"10.0.22.101","13,005",2,152,440,tcp,"271,270",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,150",2,144,"10.0.22.101","13,005",1,76,220,tcp,"220,135",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,138",4,288,"10.0.22.101","13,006",2,152,440,tcp,"239,705",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,138",2,144,"10.0.22.101","13,006",1,76,220,tcp,"207,871",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,208",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"1,239,822",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,208",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"1,104,949",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,504",4,288,"10.0.22.101","13,001",2,152,440,tcp,"245,658",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,504",2,144,"10.0.22.101","13,001",1,76,220,tcp,"194,299",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,212",4,288,"10.0.22.101","13,002",2,152,440,tcp,"279,817",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,212",2,144,"10.0.22.101","13,002",1,76,220,tcp,"204,744",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,378",4,288,"10.0.22.101","13,003",2,152,440,tcp,"244,441",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,378",2,144,"10.0.22.101","13,003",1,76,220,tcp,"192,993",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,510",12,"1,410","10.0.22.101","13,001",12,"1,146","2,556",tcp,"1,331,485",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,510",6,705,"10.0.22.101","13,001",6,573,"1,278",tcp,"1,188,894",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,512",12,"1,290","10.0.22.101","13,001",12,"2,222","3,512",tcp,"2,891,551",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,512",6,645,"10.0.22.101","13,001",6,"1,111","1,756",tcp,"2,768,117",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","34,984",4,288,"10.0.22.101","13,004",2,152,440,tcp,"220,838",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","34,984",2,144,"10.0.22.101","13,004",1,76,220,tcp,"190,683",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,386",12,"1,394","10.0.22.101","13,003",10,"1,034","2,428",tcp,"1,503,662",22
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,386",6,697,"10.0.22.101","13,003",5,517,"1,214",tcp,"1,462,144",11
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,224",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"78,634,796",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,224",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"78,517,194",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,172",4,288,"10.0.22.101","13,005",2,152,440,tcp,"222,509",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,172",2,144,"10.0.22.101","13,005",1,76,220,tcp,"189,064",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,160",4,288,"10.0.22.101","13,006",2,152,440,tcp,"211,586",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,160",2,144,"10.0.22.101","13,006",1,76,220,tcp,"178,467",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,524",4,288,"10.0.22.101","13,001",2,152,440,tcp,"271,646",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,524",2,144,"10.0.22.101","13,001",1,76,220,tcp,"224,242",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,232",4,288,"10.0.22.101","13,002",2,152,440,tcp,"271,446",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,232",2,144,"10.0.22.101","13,002",1,76,220,tcp,"227,863",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,398",4,288,"10.0.22.101","13,003",2,152,440,tcp,"227,269",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,398",2,144,"10.0.22.101","13,003",1,76,220,tcp,"206,827",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,000",4,288,"10.0.22.101","13,004",2,152,440,tcp,"240,284",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,000",2,144,"10.0.22.101","13,004",1,76,220,tcp,"191,348",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,184",4,288,"10.0.22.101","13,005",2,152,440,tcp,"242,441",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,184",2,144,"10.0.22.101","13,005",1,76,220,tcp,"224,901",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,172",4,288,"10.0.22.101","13,006",2,152,440,tcp,"219,578",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,172",2,144,"10.0.22.101","13,006",1,76,220,tcp,"196,530",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,536",4,288,"10.0.22.101","13,001",2,152,440,tcp,"293,528",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,536",2,144,"10.0.22.101","13,001",1,76,220,tcp,"203,127",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,244",4,288,"10.0.22.101","13,002",2,152,440,tcp,"236,997",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,244",2,144,"10.0.22.101","13,002",1,76,220,tcp,"190,764",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,410",4,288,"10.0.22.101","13,003",2,152,440,tcp,"267,333",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,410",2,144,"10.0.22.101","13,003",1,76,220,tcp,"224,552",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,012",4,288,"10.0.22.101","13,004",2,152,440,tcp,"251,763",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,012",2,144,"10.0.22.101","13,004",1,76,220,tcp,"202,018",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,250",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"1,293,973",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,250",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"1,153,857",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,198",4,288,"10.0.22.101","13,005",2,152,440,tcp,"222,011",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,198",2,144,"10.0.22.101","13,005",1,76,220,tcp,"194,177",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,186",4,288,"10.0.22.101","13,006",2,152,440,tcp,"260,973",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,186",2,144,"10.0.22.101","13,006",1,76,220,tcp,"227,303",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,550",4,288,"10.0.22.101","13,001",2,152,440,tcp,"246,577",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,550",2,144,"10.0.22.101","13,001",1,76,220,tcp,"213,826",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,258",4,288,"10.0.22.101","13,002",2,152,440,tcp,"237,416",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,258",2,144,"10.0.22.101","13,002",1,76,220,tcp,"188,577",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,424",4,288,"10.0.22.101","13,003",2,152,440,tcp,"306,311",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,424",2,144,"10.0.22.101","13,003",1,76,220,tcp,"240,737",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,026",4,288,"10.0.22.101","13,004",2,152,440,tcp,"269,851",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,026",2,144,"10.0.22.101","13,004",1,76,220,tcp,"207,824",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,264",12,"2,570","10.0.22.101","13,002",12,"1,326","3,896",tcp,"1,381,275",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,264",6,"1,285","10.0.22.101","13,002",6,663,"1,948",tcp,"1,255,677",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,212",4,288,"10.0.22.101","13,005",2,152,440,tcp,"231,550",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,212",2,144,"10.0.22.101","13,005",1,76,220,tcp,"200,910",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,200",4,288,"10.0.22.101","13,006",2,152,440,tcp,"772,198",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,200",2,144,"10.0.22.101","13,006",1,76,220,tcp,"244,667",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,564",4,288,"10.0.22.101","13,001",2,152,440,tcp,"229,680",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,564",2,144,"10.0.22.101","13,001",1,76,220,tcp,"205,895",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,272",4,288,"10.0.22.101","13,002",2,152,440,tcp,"244,251",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,272",2,144,"10.0.22.101","13,002",1,76,220,tcp,"200,225",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,438",4,288,"10.0.22.101","13,003",2,152,440,tcp,"415,698",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,438",2,144,"10.0.22.101","13,003",1,76,220,tcp,"244,221",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,040",4,288,"10.0.22.101","13,004",2,152,440,tcp,"271,395",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,040",2,144,"10.0.22.101","13,004",1,76,220,tcp,"197,701",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,224",4,288,"10.0.22.101","13,005",2,152,440,tcp,"242,165",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,224",2,144,"10.0.22.101","13,005",1,76,220,tcp,"198,265",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,212",4,288,"10.0.22.101","13,006",2,152,440,tcp,"394,382",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,212",2,144,"10.0.22.101","13,006",1,76,220,tcp,"207,552",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,576",4,288,"10.0.22.101","13,001",2,152,440,tcp,"264,897",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,576",2,144,"10.0.22.101","13,001",1,76,220,tcp,"196,934",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,284",4,288,"10.0.22.101","13,002",2,152,440,tcp,"247,689",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,284",2,144,"10.0.22.101","13,002",1,76,220,tcp,"201,988",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,450",4,288,"10.0.22.101","13,003",2,152,440,tcp,"288,004",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,450",2,144,"10.0.22.101","13,003",1,76,220,tcp,"253,797",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,052",4,288,"10.0.22.101","13,004",2,152,440,tcp,"244,519",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,052",2,144,"10.0.22.101","13,004",1,76,220,tcp,"207,687",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,236",4,288,"10.0.22.101","13,005",2,152,440,tcp,"216,633",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,236",2,144,"10.0.22.101","13,005",1,76,220,tcp,"181,329",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,224",4,288,"10.0.22.101","13,006",2,152,440,tcp,"296,492",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,224",2,144,"10.0.22.101","13,006",1,76,220,tcp,"234,075",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,588",4,288,"10.0.22.101","13,001",2,152,440,tcp,"242,101",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,588",2,144,"10.0.22.101","13,001",1,76,220,tcp,"195,372",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,296",12,"2,574","10.0.22.101","13,002",12,"1,326","3,900",tcp,"1,383,690",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,296",6,"1,287","10.0.22.101","13,002",6,663,"1,950",tcp,"1,264,327",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,298",4,288,"10.0.22.101","13,002",2,152,440,tcp,"208,777",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,298",2,144,"10.0.22.101","13,002",1,76,220,tcp,"176,913",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,464",4,288,"10.0.22.101","13,003",2,152,440,tcp,"249,159",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,464",2,144,"10.0.22.101","13,003",1,76,220,tcp,"199,778",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,066",4,288,"10.0.22.101","13,004",2,152,440,tcp,"315,764",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,066",2,144,"10.0.22.101","13,004",1,76,220,tcp,"215,623",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,250",4,288,"10.0.22.101","13,005",2,152,440,tcp,"255,991",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,250",2,144,"10.0.22.101","13,005",1,76,220,tcp,"212,139",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,238",4,288,"10.0.22.101","13,006",2,152,440,tcp,"242,771",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,238",2,144,"10.0.22.101","13,006",1,76,220,tcp,"208,216",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,602",4,288,"10.0.22.101","13,001",2,152,440,tcp,"252,622",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,602",2,144,"10.0.22.101","13,001",1,76,220,tcp,"194,592",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,310",4,288,"10.0.22.101","13,002",2,152,440,tcp,"273,675",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,310",2,144,"10.0.22.101","13,002",1,76,220,tcp,"196,311",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,476",4,288,"10.0.22.101","13,003",2,152,440,tcp,"239,350",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,476",2,144,"10.0.22.101","13,003",1,76,220,tcp,"207,777",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,078",4,288,"10.0.22.101","13,004",2,152,440,tcp,"240,617",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,078",2,144,"10.0.22.101","13,004",1,76,220,tcp,"203,720",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,262",4,288,"10.0.22.101","13,005",2,152,440,tcp,"229,688",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,262",2,144,"10.0.22.101","13,005",1,76,220,tcp,"204,290",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,250",4,288,"10.0.22.101","13,006",2,152,440,tcp,"260,114",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,250",2,144,"10.0.22.101","13,006",1,76,220,tcp,"213,021",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,614",4,288,"10.0.22.101","13,001",2,152,440,tcp,"252,079",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,614",2,144,"10.0.22.101","13,001",1,76,220,tcp,"200,897",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,322",4,288,"10.0.22.101","13,002",2,152,440,tcp,"272,889",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,322",2,144,"10.0.22.101","13,002",1,76,220,tcp,"194,601",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,324",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"1,264,110",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,324",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"1,129,134",12
"Jan 23, 2020 @ 14:23:20.002","185.156.73.54","56,006",2,112,"10.0.12.101","2,311",1,56,168,tcp,"64,540",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,490",4,288,"10.0.22.101","13,003",2,152,440,tcp,"238,544",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,490",2,144,"10.0.22.101","13,003",1,76,220,tcp,"191,818",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,092",4,288,"10.0.22.101","13,004",2,152,440,tcp,"264,239",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,092",2,144,"10.0.22.101","13,004",1,76,220,tcp,"194,274",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,276",4,288,"10.0.22.101","13,005",2,152,440,tcp,"233,245",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,276",2,144,"10.0.22.101","13,005",1,76,220,tcp,"200,227",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,264",4,288,"10.0.22.101","13,006",2,152,440,tcp,"263,594",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,264",2,144,"10.0.22.101","13,006",1,76,220,tcp,"220,443",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,628",4,288,"10.0.22.101","13,001",2,152,440,tcp,"230,096",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,628",2,144,"10.0.22.101","13,001",1,76,220,tcp,"208,955",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,336",4,288,"10.0.22.101","13,002",2,152,440,tcp,"240,408",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,336",2,144,"10.0.22.101","13,002",1,76,220,tcp,"193,423",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,502",4,288,"10.0.22.101","13,003",2,152,440,tcp,"266,673",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,502",2,144,"10.0.22.101","13,003",1,76,220,tcp,"198,558",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,104",4,288,"10.0.22.101","13,004",2,152,440,tcp,"271,232",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,104",2,144,"10.0.22.101","13,004",1,76,220,tcp,"225,923",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,288",4,288,"10.0.22.101","13,005",2,152,440,tcp,"229,497",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,288",2,144,"10.0.22.101","13,005",1,76,220,tcp,"195,949",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,276",4,288,"10.0.22.101","13,006",2,152,440,tcp,"260,141",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,276",2,144,"10.0.22.101","13,006",1,76,220,tcp,"192,948",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,640",4,288,"10.0.22.101","13,001",2,152,440,tcp,"275,329",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,640",2,144,"10.0.22.101","13,001",1,76,220,tcp,"206,157",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,348",4,288,"10.0.22.101","13,002",2,152,440,tcp,"223,187",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,348",2,144,"10.0.22.101","13,002",1,76,220,tcp,"192,378",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,514",4,288,"10.0.22.101","13,003",2,152,440,tcp,"263,496",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,514",2,144,"10.0.22.101","13,003",1,76,220,tcp,"219,946",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,116",4,288,"10.0.22.101","13,004",2,152,440,tcp,"233,834",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,116",2,144,"10.0.22.101","13,004",1,76,220,tcp,"181,895",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,300",4,288,"10.0.22.101","13,005",2,152,440,tcp,"208,942",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,300",2,144,"10.0.22.101","13,005",1,76,220,tcp,"176,624",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,356",12,"2,572","10.0.22.101","13,002",12,"1,326","3,898",tcp,"1,128,113",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,356",6,"1,286","10.0.22.101","13,002",6,663,"1,949",tcp,"1,004,262",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,358",12,"2,570","10.0.22.101","13,002",12,"1,326","3,896",tcp,"507,354,977",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,358",6,"1,285","10.0.22.101","13,002",6,663,"1,948",tcp,"507,219,407",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,654",12,"1,410","10.0.22.101","13,001",12,"1,146","2,556",tcp,"1,223,886",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,654",6,705,"10.0.22.101","13,001",6,573,"1,278",tcp,"1,087,225",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,656",12,"1,290","10.0.22.101","13,001",12,"2,222","3,512",tcp,"2,663,986",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,656",6,645,"10.0.22.101","13,001",6,"1,111","1,756",tcp,"2,514,608",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,296",4,288,"10.0.22.101","13,006",2,152,440,tcp,"224,062",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,296",2,144,"10.0.22.101","13,006",1,76,220,tcp,"201,152",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,530",12,"1,394","10.0.22.101","13,003",12,"1,170","2,564",tcp,"1,973,369",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,530",6,697,"10.0.22.101","13,003",6,585,"1,282",tcp,"1,820,539",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,368",12,"2,574","10.0.22.101","13,002",12,"1,326","3,900",tcp,"1,990,624",24
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,368",6,"1,287","10.0.22.101","13,002",6,663,"1,950",tcp,"1,837,465",12
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,664",4,288,"10.0.22.101","13,001",2,152,440,tcp,"243,031",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","42,664",2,144,"10.0.22.101","13,001",1,76,220,tcp,"183,009",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","52,372",4,288,"10.0.22.101","13,002",2,152,440,tcp,"227,383",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","52,372",2,144,"10.0.22.101","13,002",1,76,220,tcp,"193,603",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,538",4,288,"10.0.22.101","13,003",2,152,440,tcp,"225,486",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,538",2,144,"10.0.22.101","13,003",1,76,220,tcp,"203,140",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","35,140",4,288,"10.0.22.101","13,004",2,152,440,tcp,"260,651",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","35,140",2,144,"10.0.22.101","13,004",1,76,220,tcp,"205,267",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","45,324",4,288,"10.0.22.101","13,005",2,152,440,tcp,"272,832",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","45,324",2,144,"10.0.22.101","13,005",1,76,220,tcp,"204,760",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","38,312",4,288,"10.0.22.101","13,006",2,152,440,tcp,"218,354",6
"Jan 23, 2020 @ 14:23:20.002","10.0.12.101","38,312",2,144,"10.0.22.101","13,006",1,76,220,tcp,"172,338",3
"Jan 23, 2020 @ 14:23:20.002","192.168.4.10","42,676",4,288,"10.0.22.101","13,001",2,152,440,tcp,"252,920",6
