"@timestamp","source.ip","source.port","source.packets","source.bytes","destination.ip","destination.port","destination.packets","destination.bytes","network.bytes","network.transport","event.duration","network.packets"
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,546",2,144,"10.0.22.101","13,003",1,76,220,tcp,"196,559",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,148",4,288,"10.0.22.101","13,004",2,152,440,tcp,"249,047",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,148",2,144,"10.0.22.101","13,004",1,76,220,tcp,"204,368",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,332",4,288,"10.0.22.101","13,005",2,152,440,tcp,"210,486",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,332",2,144,"10.0.22.101","13,005",1,76,220,tcp,"177,844",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,320",4,288,"10.0.22.101","13,006",2,152,440,tcp,"216,975",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,320",2,144,"10.0.22.101","13,006",1,76,220,tcp,"180,376",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,684",4,288,"10.0.22.101","13,001",2,152,440,tcp,"307,984",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,684",2,144,"10.0.22.101","13,001",1,76,220,tcp,"263,827",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,392",4,288,"10.0.22.101","13,002",2,152,440,tcp,"232,276",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,392",2,144,"10.0.22.101","13,002",1,76,220,tcp,"188,575",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,558",4,288,"10.0.22.101","13,003",2,152,440,tcp,"247,647",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,558",2,144,"10.0.22.101","13,003",1,76,220,tcp,"211,201",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,160",4,288,"10.0.22.101","13,004",2,152,440,tcp,"266,377",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,160",2,144,"10.0.22.101","13,004",1,76,220,tcp,"224,002",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,344",4,288,"10.0.22.101","13,005",2,152,440,tcp,"236,121",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,344",2,144,"10.0.22.101","13,005",1,76,220,tcp,"203,784",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,332",4,288,"10.0.22.101","13,006",2,152,440,tcp,"826,396",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,332",2,144,"10.0.22.101","13,006",1,76,220,tcp,"738,902",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,696",4,288,"10.0.22.101","13,001",2,152,440,tcp,"246,056",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,696",2,144,"10.0.22.101","13,001",1,76,220,tcp,"210,938",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,404",4,288,"10.0.22.101","13,002",2,152,440,tcp,"225,808",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,404",2,144,"10.0.22.101","13,002",1,76,220,tcp,"207,472",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,406",12,"2,570","10.0.22.101","13,002",12,"1,326","3,896",tcp,"1,331,694",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,406",6,"1,285","10.0.22.101","13,002",6,663,"1,948",tcp,"1,191,049",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,408",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"2,609,539",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,408",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"2,490,522",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,574",4,288,"10.0.22.101","13,003",2,152,440,tcp,"230,998",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,574",2,144,"10.0.22.101","13,003",1,76,220,tcp,"195,454",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,176",4,288,"10.0.22.101","13,004",2,152,440,tcp,"225,966",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,176",2,144,"10.0.22.101","13,004",1,76,220,tcp,"192,960",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,360",4,288,"10.0.22.101","13,005",2,152,440,tcp,"277,240",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,360",2,144,"10.0.22.101","13,005",1,76,220,tcp,"222,273",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,348",4,288,"10.0.22.101","13,006",2,152,440,tcp,"263,688",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,348",2,144,"10.0.22.101","13,006",1,76,220,tcp,"221,883",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,712",4,288,"10.0.22.101","13,001",2,152,440,tcp,"259,593",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,712",2,144,"10.0.22.101","13,001",1,76,220,tcp,"217,859",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,420",4,288,"10.0.22.101","13,002",2,152,440,tcp,"251,784",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,420",2,144,"10.0.22.101","13,002",1,76,220,tcp,"196,703",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,716",12,"1,410","10.0.22.101","13,001",12,"1,146","2,556",tcp,"1,430,210",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,716",6,705,"10.0.22.101","13,001",6,573,"1,278",tcp,"1,294,214",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,588",4,288,"10.0.22.101","13,003",2,152,440,tcp,"327,429",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,588",2,144,"10.0.22.101","13,003",1,76,220,tcp,"287,364",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,720",12,"1,290","10.0.22.101","13,001",12,"2,222","3,512",tcp,"506,188,199",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,720",6,645,"10.0.22.101","13,001",6,"1,111","1,756",tcp,"506,001,097",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,192",4,288,"10.0.22.101","13,004",2,152,440,tcp,"307,170",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,192",2,144,"10.0.22.101","13,004",1,76,220,tcp,"272,192",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,594",12,"1,394","10.0.22.101","13,003",12,"1,170","2,564",tcp,"1,243,497",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,594",6,697,"10.0.22.101","13,003",6,585,"1,282",tcp,"1,107,723",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,432",12,"2,572","10.0.22.101","13,002",12,"1,326","3,898",tcp,"1,253,441",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,432",6,"1,286","10.0.22.101","13,002",6,663,"1,949",tcp,"1,116,521",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,380",4,288,"10.0.22.101","13,005",2,152,440,tcp,"263,237",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,380",2,144,"10.0.22.101","13,005",1,76,220,tcp,"202,917",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,368",4,288,"10.0.22.101","13,006",2,152,440,tcp,"277,665",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,368",2,144,"10.0.22.101","13,006",1,76,220,tcp,"230,290",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,732",4,288,"10.0.22.101","13,001",2,152,440,tcp,"237,191",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,732",2,144,"10.0.22.101","13,001",1,76,220,tcp,"209,534",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,440",4,288,"10.0.22.101","13,002",2,152,440,tcp,"240,828",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,440",2,144,"10.0.22.101","13,002",1,76,220,tcp,"206,813",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,606",4,288,"10.0.22.101","13,003",2,152,440,tcp,"226,826",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,606",2,144,"10.0.22.101","13,003",1,76,220,tcp,"192,864",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,208",4,288,"10.0.22.101","13,004",2,152,440,tcp,"237,319",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,208",2,144,"10.0.22.101","13,004",1,76,220,tcp,"189,391",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,446",12,"2,572","10.0.22.101","13,002",12,"1,326","3,898",tcp,"1,235,270",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,446",6,"1,286","10.0.22.101","13,002",6,663,"1,949",tcp,"1,112,669",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,394",4,288,"10.0.22.101","13,005",2,152,440,tcp,"251,938",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,394",2,144,"10.0.22.101","13,005",1,76,220,tcp,"226,968",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,382",4,288,"10.0.22.101","13,006",2,152,440,tcp,"268,777",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,382",2,144,"10.0.22.101","13,006",1,76,220,tcp,"237,581",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,746",4,288,"10.0.22.101","13,001",2,152,440,tcp,"276,994",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,746",2,144,"10.0.22.101","13,001",1,76,220,tcp,"232,622",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,454",12,"2,570","10.0.22.101","13,002",12,"1,326","3,896",tcp,"1,343,470",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,454",6,"1,285","10.0.22.101","13,002",6,663,"1,948",tcp,"1,186,876",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,456",4,288,"10.0.22.101","13,002",2,152,440,tcp,"224,932",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,456",2,144,"10.0.22.101","13,002",1,76,220,tcp,"205,223",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,622",4,288,"10.0.22.101","13,003",2,152,440,tcp,"220,960",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,622",2,144,"10.0.22.101","13,003",1,76,220,tcp,"183,050",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,224",4,288,"10.0.22.101","13,004",2,152,440,tcp,"213,294",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,224",2,144,"10.0.22.101","13,004",1,76,220,tcp,"179,081",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,462",12,"2,578","10.0.22.101","13,002",12,"1,326","3,904",tcp,"1,318,533",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,462",6,"1,289","10.0.22.101","13,002",6,663,"1,952",tcp,"1,195,965",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,410",4,288,"10.0.22.101","13,005",2,152,440,tcp,"224,643",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,410",2,144,"10.0.22.101","13,005",1,76,220,tcp,"191,520",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,398",4,288,"10.0.22.101","13,006",2,152,440,tcp,"67,027,201",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,398",2,144,"10.0.22.101","13,006",1,76,220,tcp,"66,991,186",3
"Jan 23, 2020 @ 14:28:10.002","92.119.160.52","56,457",2,112,"10.0.12.101","7,896",1,56,168,tcp,"342,676",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,762",4,288,"10.0.22.101","13,001",2,152,440,tcp,"212,308",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,762",2,144,"10.0.22.101","13,001",1,76,220,tcp,"182,072",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,470",4,288,"10.0.22.101","13,002",2,152,440,tcp,"305,636",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,470",2,144,"10.0.22.101","13,002",1,76,220,tcp,"262,038",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,636",4,288,"10.0.22.101","13,003",2,152,440,tcp,"231,933",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,636",2,144,"10.0.22.101","13,003",1,76,220,tcp,"196,196",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,238",4,288,"10.0.22.101","13,004",2,152,440,tcp,"268,021",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,238",2,144,"10.0.22.101","13,004",1,76,220,tcp,"243,243",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,422",4,288,"10.0.22.101","13,005",2,152,440,tcp,"234,763",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,422",2,144,"10.0.22.101","13,005",1,76,220,tcp,"215,095",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,410",4,288,"10.0.22.101","13,006",2,152,440,tcp,"292,236",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,410",2,144,"10.0.22.101","13,006",1,76,220,tcp,"231,030",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,774",4,288,"10.0.22.101","13,001",2,152,440,tcp,"307,911",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,774",2,144,"10.0.22.101","13,001",1,76,220,tcp,"232,564",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,776",12,"1,410","10.0.22.101","13,001",12,"1,146","2,556",tcp,"1,412,780",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,776",6,705,"10.0.22.101","13,001",6,573,"1,278",tcp,"1,279,059",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,778",12,"1,290","10.0.22.101","13,001",10,"2,086","3,376",tcp,"507,565,680",22
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,778",6,645,"10.0.22.101","13,001",5,"1,043","1,688",tcp,"507,532,946",11
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,486",4,288,"10.0.22.101","13,002",2,152,440,tcp,"229,903",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,486",2,144,"10.0.22.101","13,002",1,76,220,tcp,"202,671",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,652",12,"1,394","10.0.22.101","13,003",12,"1,170","2,564",tcp,"1,265,165",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,652",6,697,"10.0.22.101","13,003",6,585,"1,282",tcp,"1,104,147",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,490",12,"2,574","10.0.22.101","13,002",12,"1,326","3,900",tcp,"2,461,787",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,490",6,"1,287","10.0.22.101","13,002",6,663,"1,950",tcp,"2,325,547",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,656",4,288,"10.0.22.101","13,003",2,152,440,tcp,"231,563",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,656",2,144,"10.0.22.101","13,003",1,76,220,tcp,"195,948",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,258",4,288,"10.0.22.101","13,004",2,152,440,tcp,"244,893",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,258",2,144,"10.0.22.101","13,004",1,76,220,tcp,"217,370",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,442",4,288,"10.0.22.101","13,005",2,152,440,tcp,"241,596",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,442",2,144,"10.0.22.101","13,005",1,76,220,tcp,"206,932",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,430",4,288,"10.0.22.101","13,006",2,152,440,tcp,"277,861",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,430",2,144,"10.0.22.101","13,006",1,76,220,tcp,"203,396",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,794",4,288,"10.0.22.101","13,001",2,152,440,tcp,"268,913",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,794",2,144,"10.0.22.101","13,001",1,76,220,tcp,"225,138",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,502",4,288,"10.0.22.101","13,002",2,152,440,tcp,"268,629",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,502",2,144,"10.0.22.101","13,002",1,76,220,tcp,"197,081",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,668",4,288,"10.0.22.101","13,003",2,152,440,tcp,"231,424",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,668",2,144,"10.0.22.101","13,003",1,76,220,tcp,"193,892",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,270",4,288,"10.0.22.101","13,004",2,152,440,tcp,"297,392",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,270",2,144,"10.0.22.101","13,004",1,76,220,tcp,"207,270",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,454",4,288,"10.0.22.101","13,005",2,152,440,tcp,"262,679",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,454",2,144,"10.0.22.101","13,005",1,76,220,tcp,"205,287",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,442",4,288,"10.0.22.101","13,006",2,152,440,tcp,"266,923",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,442",2,144,"10.0.22.101","13,006",1,76,220,tcp,"205,279",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,806",4,288,"10.0.22.101","13,001",2,152,440,tcp,"270,043",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,806",2,144,"10.0.22.101","13,001",1,76,220,tcp,"215,301",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,514",4,288,"10.0.22.101","13,002",2,152,440,tcp,"240,839",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,514",2,144,"10.0.22.101","13,002",1,76,220,tcp,"193,256",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,516",12,"2,572","10.0.22.101","13,002",12,"1,326","3,898",tcp,"1,681,399",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,516",6,"1,286","10.0.22.101","13,002",6,663,"1,949",tcp,"1,498,962",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,682",4,288,"10.0.22.101","13,003",2,152,440,tcp,"229,805",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,682",2,144,"10.0.22.101","13,003",1,76,220,tcp,"192,775",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,284",4,288,"10.0.22.101","13,004",2,152,440,tcp,"260,528",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,284",2,144,"10.0.22.101","13,004",1,76,220,tcp,"198,450",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,468",4,288,"10.0.22.101","13,005",2,152,440,tcp,"269,844",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,468",2,144,"10.0.22.101","13,005",1,76,220,tcp,"218,817",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,456",4,288,"10.0.22.101","13,006",2,152,440,tcp,"265,693",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,456",2,144,"10.0.22.101","13,006",1,76,220,tcp,"203,566",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,820",4,288,"10.0.22.101","13,001",2,152,440,tcp,"223,013",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,820",2,144,"10.0.22.101","13,001",1,76,220,tcp,"206,755",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,528",4,288,"10.0.22.101","13,002",2,152,440,tcp,"258,986",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,528",2,144,"10.0.22.101","13,002",1,76,220,tcp,"206,442",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,694",4,288,"10.0.22.101","13,003",2,152,440,tcp,"261,168",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,694",2,144,"10.0.22.101","13,003",1,76,220,tcp,"200,460",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,296",4,288,"10.0.22.101","13,004",2,152,440,tcp,"206,870",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,296",2,144,"10.0.22.101","13,004",1,76,220,tcp,"174,620",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,480",4,288,"10.0.22.101","13,005",2,152,440,tcp,"240,120",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,480",2,144,"10.0.22.101","13,005",1,76,220,tcp,"192,504",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,468",4,288,"10.0.22.101","13,006",2,152,440,tcp,"231,876",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,468",2,144,"10.0.22.101","13,006",1,76,220,tcp,"183,402",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,832",4,288,"10.0.22.101","13,001",2,152,440,tcp,"216,234",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,832",2,144,"10.0.22.101","13,001",1,76,220,tcp,"181,561",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,540",4,288,"10.0.22.101","13,002",2,152,440,tcp,"233,430",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,540",2,144,"10.0.22.101","13,002",1,76,220,tcp,"209,090",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,706",4,288,"10.0.22.101","13,003",2,152,440,tcp,"256,681",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,706",2,144,"10.0.22.101","13,003",1,76,220,tcp,"216,950",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,308",4,288,"10.0.22.101","13,004",2,152,440,tcp,"227,767",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,308",2,144,"10.0.22.101","13,004",1,76,220,tcp,"196,579",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,492",4,288,"10.0.22.101","13,005",2,152,440,tcp,"252,014",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,492",2,144,"10.0.22.101","13,005",1,76,220,tcp,"200,030",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,480",4,288,"10.0.22.101","13,006",2,152,440,tcp,"268,909",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,480",2,144,"10.0.22.101","13,006",1,76,220,tcp,"224,655",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,550",12,"2,576","10.0.22.101","13,002",12,"1,326","3,902",tcp,"1,254,961",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,550",6,"1,288","10.0.22.101","13,002",6,663,"1,951",tcp,"1,117,301",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,552",12,"2,574","10.0.22.101","13,002",12,"1,326","3,900",tcp,"1,359,859",24
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,552",6,"1,287","10.0.22.101","13,002",6,663,"1,950",tcp,"1,240,180",12
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,848",4,288,"10.0.22.101","13,001",2,152,440,tcp,"228,392",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,848",2,144,"10.0.22.101","13,001",1,76,220,tcp,"191,072",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,556",4,288,"10.0.22.101","13,002",2,152,440,tcp,"293,568",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,556",2,144,"10.0.22.101","13,002",1,76,220,tcp,"225,688",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,722",4,288,"10.0.22.101","13,003",2,152,440,tcp,"251,316",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,722",2,144,"10.0.22.101","13,003",1,76,220,tcp,"197,620",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,324",4,288,"10.0.22.101","13,004",2,152,440,tcp,"235,758",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,324",2,144,"10.0.22.101","13,004",1,76,220,tcp,"187,864",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,508",4,288,"10.0.22.101","13,005",2,152,440,tcp,"250,118",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,508",2,144,"10.0.22.101","13,005",1,76,220,tcp,"202,265",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,496",4,288,"10.0.22.101","13,006",2,152,440,tcp,"268,141",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,496",2,144,"10.0.22.101","13,006",1,76,220,tcp,"192,130",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,860",4,288,"10.0.22.101","13,001",2,152,440,tcp,"249,354",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,860",2,144,"10.0.22.101","13,001",1,76,220,tcp,"190,842",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,568",4,288,"10.0.22.101","13,002",2,152,440,tcp,"275,037",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,568",2,144,"10.0.22.101","13,002",1,76,220,tcp,"198,412",3
"Jan 23, 2020 @ 14:28:10.002","185.176.27.30","44,026",2,112,"10.0.12.101","21,222",1,56,168,tcp,"85,098",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,734",4,288,"10.0.22.101","13,003",2,152,440,tcp,"241,155",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,734",2,144,"10.0.22.101","13,003",1,76,220,tcp,"197,138",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","37,336",4,288,"10.0.22.101","13,004",2,152,440,tcp,"273,333",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","37,336",2,144,"10.0.22.101","13,004",1,76,220,tcp,"230,643",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","47,520",4,288,"10.0.22.101","13,005",2,152,440,tcp,"246,976",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","47,520",2,144,"10.0.22.101","13,005",1,76,220,tcp,"198,018",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","40,508",4,288,"10.0.22.101","13,006",2,152,440,tcp,"242,726",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","40,508",2,144,"10.0.22.101","13,006",1,76,220,tcp,"195,173",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","44,872",4,288,"10.0.22.101","13,001",2,152,440,tcp,"250,798",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","44,872",2,144,"10.0.22.101","13,001",1,76,220,tcp,"194,242",3
"Jan 23, 2020 @ 14:28:10.002","192.168.4.10","54,580",4,288,"10.0.22.101","13,002",2,152,440,tcp,"286,796",6
"Jan 23, 2020 @ 14:28:10.002","10.0.12.101","54,580",2,144,"10.0.22.101","13,002",1,76,220,tcp,"211,392",3
