"@timestamp","source.bytes","source.packets","destination.bytes","destination.packets","network.packets","network.bytes","network.transport","event.duration"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"245,471"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"193,046"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"237,980"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"227,657"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"266,577"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"228,943"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"232,992"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"188,277"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"256,208"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"206,813"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"242,674"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"190,110"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"478,213"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"448,055"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"268,556"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"226,751"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"282,453"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"250,987"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"238,627"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"191,657"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"271,758"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"205,908"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"250,660"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"199,198"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"243,714"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"197,261"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"266,514"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"199,384"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"264,096"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,653"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"249,248"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"201,915"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"257,009"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"234,037"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"218,158"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"181,624"
"Jan 22, 2020 @ 17:14:10.004","2,572",12,"1,324",12,24,"3,896",tcp,"1,230,891"
"Jan 22, 2020 @ 17:14:10.004","1,286",6,662,6,12,"1,948",tcp,"1,112,767"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"212,995"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"180,588"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"294,915"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"226,110"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"260,713"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"200,828"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"233,472"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"194,851"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"232,363"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"212,423"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"256,153"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"205,991"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"295,832"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"220,700"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"233,018"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,582"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"283,315"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"220,774"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"226,648"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"194,640"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"257,391"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"207,052"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"233,643"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"198,702"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"236,420"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"203,071"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"228,654"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"191,454"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"217,889"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"212,807"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"251,217"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"219,052"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"268,033"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"200,353"
"Jan 22, 2020 @ 17:14:10.004",112,2,56,1,3,168,tcp,"75,468"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"289,505"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"193,514"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"219,385"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"174,377"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"398,192"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"206,738"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"292,314"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"252,471"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"237,520"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"192,499"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"268,367"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"226,949"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"249,001"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"210,838"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"236,117"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"177,276"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"271,773"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"229,668"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"277,654"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"193,946"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"261,668"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"191,820"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"238,867"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"232,386"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"287,458"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"228,984"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"212,008"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"178,426"
"Jan 22, 2020 @ 17:14:10.004",112,2,56,1,3,168,tcp,"391,147"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"232,965"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"199,260"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"242,346"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"208,504"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"217,962"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"180,140"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"242,539"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"190,870"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"243,664"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"194,125"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"282,152"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"226,219"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"241,140"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,211"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"279,657"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"240,426"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"245,087"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"200,250"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"229,976"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"191,362"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"346,310"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"304,184"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"240,228"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"208,173"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"245,286"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"191,725"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"271,930"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,360"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"240,640"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"199,452"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"244,647"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,952"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"270,716"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"227,883"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"249,873"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"206,286"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"263,372"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,218"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"258,530"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"196,723"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"266,791"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"195,088"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"291,675"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"200,718"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"264,920"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"222,730"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"622,438"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"433,608"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"223,330"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"181,208"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"223,467"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"181,119"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"210,488"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"178,171"
"Jan 22, 2020 @ 17:14:10.004",288,4,152,2,6,440,tcp,"212,903"
"Jan 22, 2020 @ 17:14:10.004",144,2,76,1,3,220,tcp,"179,072"
"Jan 22, 2020 @ 17:14:10.004",116,1,,,1,116,udp,0
"Jan 22, 2020 @ 17:14:00.009","3,783,322","37,936","7,325,318","36,712","74,648","11,108,640",udp,"2,766,146,095,670"
"Jan 22, 2020 @ 17:14:00.009","1,891,661","18,968","3,662,659","18,356","37,324","5,554,320",udp,"2,766,145,958,327"
"Jan 22, 2020 @ 17:14:00.009",92,1,92,1,2,184,udp,"28,824"
"Jan 22, 2020 @ 17:14:00.009",92,1,92,1,2,184,udp,"29,180"
"Jan 22, 2020 @ 17:14:00.009",92,1,92,1,2,184,udp,"28,062"
"Jan 22, 2020 @ 17:14:00.009","1,292",9,"2,046",6,15,"3,338",tcp,"2,873,267"
"Jan 22, 2020 @ 17:14:00.009","2,584",18,"4,092",12,30,"6,676",tcp,"2,913,156"
"Jan 22, 2020 @ 17:14:00.009","1,232",9,"2,652",7,16,"3,884",tcp,"509,794,050"
"Jan 22, 2020 @ 17:14:00.009","2,464",18,"5,304",14,32,"7,768",tcp,"509,825,719"
"Jan 22, 2020 @ 17:14:00.009","1,284",9,"2,058",6,15,"3,342",tcp,"3,022,298"
"Jan 22, 2020 @ 17:14:00.009","2,568",18,"4,116",12,30,"6,684",tcp,"3,038,008"
"Jan 22, 2020 @ 17:14:00.009","1,874",9,"2,135",6,15,"4,009",tcp,"3,155,263"
"Jan 22, 2020 @ 17:14:00.009","3,748",18,"4,270",12,30,"8,018",tcp,"3,188,021"
"Jan 22, 2020 @ 17:14:00.009","1,874",9,"2,135",6,15,"4,009",tcp,"3,416,855"
"Jan 22, 2020 @ 17:14:00.009","3,748",18,"4,270",12,30,"8,018",tcp,"3,431,638"
"Jan 22, 2020 @ 17:14:00.009","1,940",10,"2,232",7,17,"4,172",tcp,"2,869,181"
"Jan 22, 2020 @ 17:14:00.009","3,880",20,"4,464",14,34,"8,344",tcp,"2,888,533"
"Jan 22, 2020 @ 17:14:00.009","4,961,584","3,400","1,055,884","1,895","5,295","6,017,468",tcp,"2,578,238,630,633"
"Jan 22, 2020 @ 17:14:00.009","109,984,691","12,732","17,594,752","8,877","21,609","127,579,443",tcp,"2,556,736,282,288"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"222,116"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"179,501"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"207,812"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"176,793"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"270,534"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"228,978"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"239,668"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"187,873"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"298,942"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"252,810"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"221,474"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"183,773"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"215,274"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"177,006"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"208,230"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"176,088"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"267,245"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"205,194"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"249,162"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"195,836"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"216,197"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"183,441"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"260,091"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"196,042"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"266,355"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"224,297"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"242,895"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"194,316"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"260,694"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"224,945"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"255,658"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"208,278"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"248,027"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"203,173"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"306,257"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"262,634"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"297,998"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"223,684"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"257,739"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"222,714"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"224,954"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"201,553"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"210,737"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"177,587"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"251,333"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"199,816"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"265,085"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"215,510"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"307,036"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"246,254"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"226,690"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"205,140"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"279,566"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"199,849"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"241,367"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"213,424"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"262,185"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"200,965"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"293,409"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"214,449"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"228,813"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"208,470"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"225,393"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"187,825"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"198,485"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"180,842"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"283,186"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"224,146"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"214,152"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"181,705"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"209,550"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"177,012"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"258,294"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"200,123"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"285,088"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"213,362"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"240,960"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"195,532"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"247,277"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"196,272"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"233,916"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"201,075"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"286,905"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"243,216"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"271,836"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"222,545"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"225,576"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"193,048"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"268,985"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"198,553"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"250,493"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"201,969"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"226,529"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"191,468"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"264,511"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"195,081"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"274,413"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"225,590"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"248,340"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"196,939"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"313,318"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"244,762"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"284,253"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"216,996"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"244,815"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"192,630"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"288,017"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"218,997"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"279,988"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"222,728"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"250,088"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"218,293"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"270,220"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"199,296"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"241,651"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"196,124"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"235,131"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"196,206"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"240,351"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"207,859"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"218,627"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"178,011"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"275,858"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"200,787"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"255,586"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"213,190"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"243,420"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"193,268"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"600,456"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"565,354"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"229,515"
"Jan 22, 2020 @ 17:14:00.009",144,2,76,1,3,220,tcp,"184,684"
"Jan 22, 2020 @ 17:14:00.009",288,4,152,2,6,440,tcp,"252,742"
