,source.bytes,source.packets,destination.bytes,destination.packets,network.packets,network.bytes,event.duration
2677,144.0,2.0,76.0,1.0,3.0,220.0,220468.0
2678,288.0,4.0,152.0,2.0,6.0,440.0,266584.0
2679,144.0,2.0,76.0,1.0,3.0,220.0,200676.0
2680,288.0,4.0,152.0,2.0,6.0,440.0,249381.0
2681,144.0,2.0,76.0,1.0,3.0,220.0,193075.0
2682,4186960.0,41984.0,8133588.0,40760.0,82744.0,12320548.0,3056608794764.0
2683,2093480.0,20992.0,4066794.0,20380.0,41372.0,6160274.0,3056608670358.0
2684,92.0,1.0,92.0,1.0,2.0,184.0,46714.0
2685,92.0,1.0,92.0,1.0,2.0,184.0,37175.0
2686,92.0,1.0,92.0,1.0,2.0,184.0,28963.0
2687,1292.0,9.0,2046.0,6.0,15.0,3338.0,2872435.0
2688,2584.0,18.0,4092.0,12.0,30.0,6676.0,2887131.0
2689,1232.0,9.0,2652.0,7.0,16.0,3884.0,509407409.0
2690,2464.0,18.0,5304.0,14.0,32.0,7768.0,509429470.0
2691,1284.0,9.0,2058.0,6.0,15.0,3342.0,3107111.0
2692,2568.0,18.0,4116.0,12.0,30.0,6684.0,3110492.0
2693,1876.0,9.0,2135.0,6.0,15.0,4011.0,3014225.0
2694,3752.0,18.0,4270.0,12.0,30.0,8022.0,3052896.0
2695,56.0,1.0,56.0,1.0,2.0,112.0,39250.0
2696,5467879.0,3762.0,1167553.0,2099.0,5861.0,6635432.0,2868191328566.0
2697,122724922.0,14203.0,19780945.0,10001.0,24204.0,142505867.0,2846689492843.0
2698,288.0,4.0,152.0,2.0,6.0,440.0,217602.0
2699,144.0,2.0,76.0,1.0,3.0,220.0,180945.0
2700,288.0,4.0,152.0,2.0,6.0,440.0,284735.0
2701,144.0,2.0,76.0,1.0,3.0,220.0,241511.0
2702,288.0,4.0,152.0,2.0,6.0,440.0,244581.0
2703,144.0,2.0,76.0,1.0,3.0,220.0,198548.0
2704,288.0,4.0,152.0,2.0,6.0,440.0,217030.0
2705,144.0,2.0,76.0,1.0,3.0,220.0,181249.0
2706,288.0,4.0,152.0,2.0,6.0,440.0,219712.0
2707,144.0,2.0,76.0,1.0,3.0,220.0,184754.0
2708,288.0,4.0,152.0,2.0,6.0,440.0,211668.0
2709,144.0,2.0,76.0,1.0,3.0,220.0,179553.0
2710,288.0,4.0,152.0,2.0,6.0,440.0,304991.0
2711,144.0,2.0,76.0,1.0,3.0,220.0,192223.0
2712,288.0,4.0,152.0,2.0,6.0,440.0,276520.0
2713,144.0,2.0,76.0,1.0,3.0,220.0,241817.0
2714,288.0,4.0,152.0,2.0,6.0,440.0,245688.0
2715,144.0,2.0,76.0,1.0,3.0,220.0,193238.0
2716,288.0,4.0,152.0,2.0,6.0,440.0,270683.0
2717,144.0,2.0,76.0,1.0,3.0,220.0,227053.0
2718,288.0,4.0,152.0,2.0,6.0,440.0,271670.0
2719,144.0,2.0,76.0,1.0,3.0,220.0,198792.0
2720,288.0,4.0,152.0,2.0,6.0,440.0,247195.0
2721,144.0,2.0,76.0,1.0,3.0,220.0,193941.0
2722,288.0,4.0,152.0,2.0,6.0,440.0,233362.0
2723,144.0,2.0,76.0,1.0,3.0,220.0,213355.0
2724,288.0,4.0,152.0,2.0,6.0,440.0,274693.0
2725,144.0,2.0,76.0,1.0,3.0,220.0,231300.0
2726,288.0,4.0,152.0,2.0,6.0,440.0,239016.0
2727,144.0,2.0,76.0,1.0,3.0,220.0,207605.0
2728,288.0,4.0,152.0,2.0,6.0,440.0,271215.0
2729,144.0,2.0,76.0,1.0,3.0,220.0,210200.0
2730,288.0,4.0,152.0,2.0,6.0,440.0,244927.0
2731,144.0,2.0,76.0,1.0,3.0,220.0,195490.0
2732,288.0,4.0,152.0,2.0,6.0,440.0,242744.0
2733,144.0,2.0,76.0,1.0,3.0,220.0,196786.0
2734,288.0,4.0,152.0,2.0,6.0,440.0,232637.0
2735,144.0,2.0,76.0,1.0,3.0,220.0,193891.0
2736,288.0,4.0,152.0,2.0,6.0,440.0,267470.0
2737,144.0,2.0,76.0,1.0,3.0,220.0,225610.0
2738,288.0,4.0,152.0,2.0,6.0,440.0,242140.0
2739,144.0,2.0,76.0,1.0,3.0,220.0,196185.0
2740,288.0,4.0,152.0,2.0,6.0,440.0,278780.0
2741,144.0,2.0,76.0,1.0,3.0,220.0,211656.0
2742,288.0,4.0,152.0,2.0,6.0,440.0,272977.0
2743,144.0,2.0,76.0,1.0,3.0,220.0,201779.0
2744,288.0,4.0,152.0,2.0,6.0,440.0,227303.0
2745,144.0,2.0,76.0,1.0,3.0,220.0,208082.0
2746,288.0,4.0,152.0,2.0,6.0,440.0,226885.0
2747,144.0,2.0,76.0,1.0,3.0,220.0,190804.0
2748,288.0,4.0,152.0,2.0,6.0,440.0,258806.0
2749,144.0,2.0,76.0,1.0,3.0,220.0,222127.0
2750,112.0,2.0,56.0,1.0,3.0,168.0,530568.0
2751,288.0,4.0,152.0,2.0,6.0,440.0,241793.0
2752,144.0,2.0,76.0,1.0,3.0,220.0,195174.0
2753,288.0,4.0,152.0,2.0,6.0,440.0,270682.0
2754,144.0,2.0,76.0,1.0,3.0,220.0,208701.0
2755,288.0,4.0,152.0,2.0,6.0,440.0,230927.0
2756,144.0,2.0,76.0,1.0,3.0,220.0,198271.0
2757,288.0,4.0,152.0,2.0,6.0,440.0,258368.0
2758,144.0,2.0,76.0,1.0,3.0,220.0,195095.0
2759,288.0,4.0,152.0,2.0,6.0,440.0,225831.0
2760,144.0,2.0,76.0,1.0,3.0,220.0,186869.0
2761,288.0,4.0,152.0,2.0,6.0,440.0,210378.0
2762,144.0,2.0,76.0,1.0,3.0,220.0,177628.0
2763,288.0,4.0,152.0,2.0,6.0,440.0,267517.0
2764,144.0,2.0,76.0,1.0,3.0,220.0,200036.0
2765,288.0,4.0,152.0,2.0,6.0,440.0,216689.0
2766,144.0,2.0,76.0,1.0,3.0,220.0,178142.0
2767,288.0,4.0,152.0,2.0,6.0,440.0,211820.0
2768,144.0,2.0,76.0,1.0,3.0,220.0,177891.0
2769,288.0,4.0,152.0,2.0,6.0,440.0,209221.0
2770,144.0,2.0,76.0,1.0,3.0,220.0,177683.0
2771,288.0,4.0,152.0,2.0,6.0,440.0,236059.0
2772,144.0,2.0,76.0,1.0,3.0,220.0,185921.0
2773,288.0,4.0,152.0,2.0,6.0,440.0,256622.0
2774,144.0,2.0,76.0,1.0,3.0,220.0,195917.0
2775,288.0,4.0,152.0,2.0,6.0,440.0,268583.0
2776,144.0,2.0,76.0,1.0,3.0,220.0,196822.0
2777,288.0,4.0,152.0,2.0,6.0,440.0,283737.0
2778,144.0,2.0,76.0,1.0,3.0,220.0,208921.0
2779,288.0,4.0,152.0,2.0,6.0,440.0,265081.0
2780,144.0,2.0,76.0,1.0,3.0,220.0,203411.0
2781,288.0,4.0,152.0,2.0,6.0,440.0,243634.0
2782,144.0,2.0,76.0,1.0,3.0,220.0,211633.0
2783,288.0,4.0,152.0,2.0,6.0,440.0,277300.0
2784,144.0,2.0,76.0,1.0,3.0,220.0,204613.0
2785,288.0,4.0,152.0,2.0,6.0,440.0,243758.0
2786,144.0,2.0,76.0,1.0,3.0,220.0,195585.0
2787,288.0,4.0,152.0,2.0,6.0,440.0,225117.0
2788,144.0,2.0,76.0,1.0,3.0,220.0,205425.0
2789,288.0,4.0,152.0,2.0,6.0,440.0,268391.0
2790,144.0,2.0,76.0,1.0,3.0,220.0,205553.0
2791,288.0,4.0,152.0,2.0,6.0,440.0,242451.0
2792,144.0,2.0,76.0,1.0,3.0,220.0,194298.0
2793,288.0,4.0,152.0,2.0,6.0,440.0,241101.0
2794,144.0,2.0,76.0,1.0,3.0,220.0,195140.0
2795,288.0,4.0,152.0,2.0,6.0,440.0,233666.0
2796,144.0,2.0,76.0,1.0,3.0,220.0,212234.0
2797,288.0,4.0,152.0,2.0,6.0,440.0,275685.0
2798,144.0,2.0,76.0,1.0,3.0,220.0,200345.0
2799,288.0,4.0,152.0,2.0,6.0,440.0,238723.0
2800,144.0,2.0,76.0,1.0,3.0,220.0,194345.0
2801,288.0,4.0,152.0,2.0,6.0,440.0,272765.0
2802,144.0,2.0,76.0,1.0,3.0,220.0,209088.0
2803,288.0,4.0,152.0,2.0,6.0,440.0,268587.0
2804,144.0,2.0,76.0,1.0,3.0,220.0,205923.0
2805,288.0,4.0,152.0,2.0,6.0,440.0,244219.0
2806,144.0,2.0,76.0,1.0,3.0,220.0,196066.0
2807,288.0,4.0,152.0,2.0,6.0,440.0,248874.0
2808,144.0,2.0,76.0,1.0,3.0,220.0,196273.0
2809,288.0,4.0,152.0,2.0,6.0,440.0,257442.0
2810,144.0,2.0,76.0,1.0,3.0,220.0,197915.0
2811,288.0,4.0,152.0,2.0,6.0,440.0,256848.0
2812,144.0,2.0,76.0,1.0,3.0,220.0,209278.0
2813,288.0,4.0,152.0,2.0,6.0,440.0,283900.0
2814,144.0,2.0,76.0,1.0,3.0,220.0,196855.0
2815,288.0,4.0,152.0,2.0,6.0,440.0,268102.0
2816,144.0,2.0,76.0,1.0,3.0,220.0,214632.0
2817,288.0,4.0,152.0,2.0,6.0,440.0,247555.0
2818,144.0,2.0,76.0,1.0,3.0,220.0,200478.0
2819,288.0,4.0,152.0,2.0,6.0,440.0,219985.0
2820,144.0,2.0,76.0,1.0,3.0,220.0,186730.0
2821,288.0,4.0,152.0,2.0,6.0,440.0,249743.0
2822,144.0,2.0,76.0,1.0,3.0,220.0,197228.0
2823,288.0,4.0,152.0,2.0,6.0,440.0,253283.0
2824,144.0,2.0,76.0,1.0,3.0,220.0,203360.0
2825,288.0,4.0,152.0,2.0,6.0,440.0,213250.0
2826,144.0,2.0,76.0,1.0,3.0,220.0,178671.0
2827,288.0,4.0,152.0,2.0,6.0,440.0,278442.0
2828,144.0,2.0,76.0,1.0,3.0,220.0,220611.0
2829,288.0,4.0,152.0,2.0,6.0,440.0,244256.0
2830,144.0,2.0,76.0,1.0,3.0,220.0,196168.0
2831,288.0,4.0,152.0,2.0,6.0,440.0,263491.0
2832,144.0,2.0,76.0,1.0,3.0,220.0,203696.0
2833,288.0,4.0,152.0,2.0,6.0,440.0,299020.0
2834,144.0,2.0,76.0,1.0,3.0,220.0,207502.0
2835,288.0,4.0,152.0,2.0,6.0,440.0,242289.0
2836,144.0,2.0,76.0,1.0,3.0,220.0,194253.0
2837,288.0,4.0,152.0,2.0,6.0,440.0,270906.0
2838,144.0,2.0,76.0,1.0,3.0,220.0,229023.0
2839,288.0,4.0,152.0,2.0,6.0,440.0,270511.0
2840,144.0,2.0,76.0,1.0,3.0,220.0,202806.0
2841,288.0,4.0,152.0,2.0,6.0,440.0,228486.0
2842,144.0,2.0,76.0,1.0,3.0,220.0,209006.0
2843,288.0,4.0,152.0,2.0,6.0,440.0,231989.0
2844,144.0,2.0,76.0,1.0,3.0,220.0,194351.0
2845,288.0,4.0,152.0,2.0,6.0,440.0,264268.0
2846,144.0,2.0,76.0,1.0,3.0,220.0,223307.0
2847,288.0,4.0,152.0,2.0,6.0,440.0,228850.0
2848,144.0,2.0,76.0,1.0,3.0,220.0,210322.0
2849,288.0,4.0,152.0,2.0,6.0,440.0,265897.0
2850,144.0,2.0,76.0,1.0,3.0,220.0,223020.0
2851,288.0,4.0,152.0,2.0,6.0,440.0,244005.0
2852,144.0,2.0,76.0,1.0,3.0,220.0,209606.0
2853,288.0,4.0,152.0,2.0,6.0,440.0,226627.0
2854,144.0,2.0,76.0,1.0,3.0,220.0,204227.0
2855,288.0,4.0,152.0,2.0,6.0,440.0,238426.0
2856,144.0,2.0,76.0,1.0,3.0,220.0,198600.0
2857,288.0,4.0,152.0,2.0,6.0,440.0,258847.0
2858,144.0,2.0,76.0,1.0,3.0,220.0,194446.0
2859,288.0,4.0,152.0,2.0,6.0,440.0,224736.0
2860,144.0,2.0,76.0,1.0,3.0,220.0,207686.0
2861,288.0,4.0,152.0,2.0,6.0,440.0,265685.0
2862,144.0,2.0,76.0,1.0,3.0,220.0,193781.0
2863,288.0,4.0,152.0,2.0,6.0,440.0,268600.0
2864,144.0,2.0,76.0,1.0,3.0,220.0,226136.0
2865,288.0,4.0,152.0,2.0,6.0,440.0,251049.0
2866,144.0,2.0,76.0,1.0,3.0,220.0,199036.0
2867,288.0,4.0,152.0,2.0,6.0,440.0,232617.0
2868,144.0,2.0,76.0,1.0,3.0,220.0,193400.0
2869,288.0,4.0,152.0,2.0,6.0,440.0,267442.0
2870,144.0,2.0,76.0,1.0,3.0,220.0,198568.0
2871,288.0,4.0,152.0,2.0,6.0,440.0,248218.0
2872,144.0,2.0,76.0,1.0,3.0,220.0,196239.0
2873,288.0,4.0,152.0,2.0,6.0,440.0,266161.0
2874,144.0,2.0,76.0,1.0,3.0,220.0,199548.0
2875,288.0,4.0,152.0,2.0,6.0,440.0,265353.0
2876,144.0,2.0,76.0,1.0,3.0,220.0,200862.0
2877,288.0,4.0,152.0,2.0,6.0,440.0,240710.0
2878,144.0,2.0,76.0,1.0,3.0,220.0,209767.0
2879,288.0,4.0,152.0,2.0,6.0,440.0,216974.0
2880,144.0,2.0,76.0,1.0,3.0,220.0,181075.0
2881,288.0,4.0,152.0,2.0,6.0,440.0,265958.0
2882,144.0,2.0,76.0,1.0,3.0,220.0,199225.0
2883,288.0,4.0,152.0,2.0,6.0,440.0,225404.0
2884,144.0,2.0,76.0,1.0,3.0,220.0,204356.0
2885,288.0,4.0,152.0,2.0,6.0,440.0,240820.0
2886,144.0,2.0,76.0,1.0,3.0,220.0,195575.0
2887,288.0,4.0,152.0,2.0,6.0,440.0,215168.0
2888,144.0,2.0,76.0,1.0,3.0,220.0,176391.0
2889,288.0,4.0,152.0,2.0,6.0,440.0,211936.0
2890,144.0,2.0,76.0,1.0,3.0,220.0,178115.0
2891,288.0,4.0,152.0,2.0,6.0,440.0,233203.0
2892,144.0,2.0,76.0,1.0,3.0,220.0,195242.0
2893,288.0,4.0,152.0,2.0,6.0,440.0,268600.0
2894,144.0,2.0,76.0,1.0,3.0,220.0,226646.0
2895,288.0,4.0,152.0,2.0,6.0,440.0,293927.0
2896,144.0,2.0,76.0,1.0,3.0,220.0,261765.0
2897,288.0,4.0,152.0,2.0,6.0,440.0,281675.0
2898,144.0,2.0,76.0,1.0,3.0,220.0,210090.0
2899,288.0,4.0,152.0,2.0,6.0,440.0,267373.0
2900,144.0,2.0,76.0,1.0,3.0,220.0,224058.0
2901,288.0,4.0,152.0,2.0,6.0,440.0,255158.0
2902,144.0,2.0,76.0,1.0,3.0,220.0,208855.0
2903,288.0,4.0,152.0,2.0,6.0,440.0,231379.0
2904,144.0,2.0,76.0,1.0,3.0,220.0,194674.0
2905,288.0,4.0,152.0,2.0,6.0,440.0,275031.0
2906,144.0,2.0,76.0,1.0,3.0,220.0,205825.0
2907,288.0,4.0,152.0,2.0,6.0,440.0,259795.0
2908,144.0,2.0,76.0,1.0,3.0,220.0,204924.0
2909,288.0,4.0,152.0,2.0,6.0,440.0,276790.0
2910,144.0,2.0,76.0,1.0,3.0,220.0,213007.0
2911,288.0,4.0,152.0,2.0,6.0,440.0,232813.0
2912,144.0,2.0,76.0,1.0,3.0,220.0,195646.0
2913,288.0,4.0,152.0,2.0,6.0,440.0,243842.0
2914,144.0,2.0,76.0,1.0,3.0,220.0,190232.0
2915,288.0,4.0,152.0,2.0,6.0,440.0,230392.0
2916,144.0,2.0,76.0,1.0,3.0,220.0,189981.0
2917,288.0,4.0,152.0,2.0,6.0,440.0,327701.0
2918,144.0,2.0,76.0,1.0,3.0,220.0,255808.0
2919,288.0,4.0,152.0,2.0,6.0,440.0,245187.0
2920,144.0,2.0,76.0,1.0,3.0,220.0,199726.0
2921,56.0,1.0,56.0,1.0,2.0,112.0,39216.0
2922,288.0,4.0,152.0,2.0,6.0,440.0,254201.0
2923,144.0,2.0,76.0,1.0,3.0,220.0,194573.0
2924,288.0,4.0,152.0,2.0,6.0,440.0,273010.0
2925,144.0,2.0,76.0,1.0,3.0,220.0,200458.0
2926,288.0,4.0,152.0,2.0,6.0,440.0,228886.0
2927,144.0,2.0,76.0,1.0,3.0,220.0,195999.0
2928,288.0,4.0,152.0,2.0,6.0,440.0,775953.0
2929,144.0,2.0,76.0,1.0,3.0,220.0,707787.0
2930,288.0,4.0,152.0,2.0,6.0,440.0,275721.0
2931,144.0,2.0,76.0,1.0,3.0,220.0,212030.0
2932,288.0,4.0,152.0,2.0,6.0,440.0,255351.0
2933,144.0,2.0,76.0,1.0,3.0,220.0,206709.0
2934,1412.0,12.0,1010.0,10.0,22.0,2422.0,1139100.0
2935,706.0,6.0,505.0,5.0,11.0,1211.0,1105070.0
2936,1292.0,12.0,2222.0,12.0,24.0,3514.0,507767710.0
2937,646.0,6.0,1111.0,6.0,12.0,1757.0,507615638.0
2938,1396.0,12.0,1034.0,10.0,22.0,2430.0,1116114.0
2939,698.0,6.0,517.0,5.0,11.0,1215.0,1071359.0
2940,2580.0,12.0,1188.0,10.0,22.0,3768.0,1170930.0
2941,1290.0,6.0,594.0,5.0,11.0,1884.0,1131603.0
2942,288.0,4.0,152.0,2.0,6.0,440.0,222715.0
2943,144.0,2.0,76.0,1.0,3.0,220.0,200635.0
2944,288.0,4.0,152.0,2.0,6.0,440.0,253216.0
2945,144.0,2.0,76.0,1.0,3.0,220.0,222506.0
2946,288.0,4.0,152.0,2.0,6.0,440.0,229896.0
2947,144.0,2.0,76.0,1.0,3.0,220.0,208336.0
2948,288.0,4.0,152.0,2.0,6.0,440.0,225133.0
2949,144.0,2.0,76.0,1.0,3.0,220.0,188128.0
2950,288.0,4.0,152.0,2.0,6.0,440.0,269862.0
2951,144.0,2.0,76.0,1.0,3.0,220.0,197666.0
2952,288.0,4.0,152.0,2.0,6.0,440.0,239541.0
2953,144.0,2.0,76.0,1.0,3.0,220.0,191453.0
2954,288.0,4.0,152.0,2.0,6.0,440.0,213880.0
2955,144.0,2.0,76.0,1.0,3.0,220.0,178641.0
2956,288.0,4.0,152.0,2.0,6.0,440.0,209122.0
2957,144.0,2.0,76.0,1.0,3.0,220.0,173810.0
2958,288.0,4.0,152.0,2.0,6.0,440.0,206358.0
2959,144.0,2.0,76.0,1.0,3.0,220.0,175677.0
2960,288.0,4.0,152.0,2.0,6.0,440.0,269454.0
2961,144.0,2.0,76.0,1.0,3.0,220.0,230393.0
2962,288.0,4.0,152.0,2.0,6.0,440.0,472794.0
2963,144.0,2.0,76.0,1.0,3.0,220.0,258737.0
2964,288.0,4.0,152.0,2.0,6.0,440.0,228457.0
2965,144.0,2.0,76.0,1.0,3.0,220.0,186183.0
2966,288.0,4.0,152.0,2.0,6.0,440.0,212724.0
2967,144.0,2.0,76.0,1.0,3.0,220.0,180002.0
2968,288.0,4.0,152.0,2.0,6.0,440.0,215202.0
2969,144.0,2.0,76.0,1.0,3.0,220.0,180084.0
2970,288.0,4.0,152.0,2.0,6.0,440.0,214331.0
2971,144.0,2.0,76.0,1.0,3.0,220.0,181540.0
2972,288.0,4.0,152.0,2.0,6.0,440.0,269973.0
2973,144.0,2.0,76.0,1.0,3.0,220.0,202844.0
2974,288.0,4.0,152.0,2.0,6.0,440.0,249615.0
2975,144.0,2.0,76.0,1.0,3.0,220.0,194750.0
2976,288.0,4.0,152.0,2.0,6.0,440.0,240456.0
2977,144.0,2.0,76.0,1.0,3.0,220.0,194393.0
2978,288.0,4.0,152.0,2.0,6.0,440.0,245426.0
2979,144.0,2.0,76.0,1.0,3.0,220.0,197369.0
2980,288.0,4.0,152.0,2.0,6.0,440.0,278460.0
2981,144.0,2.0,76.0,1.0,3.0,220.0,243180.0
2982,288.0,4.0,152.0,2.0,6.0,440.0,246761.0
2983,144.0,2.0,76.0,1.0,3.0,220.0,211001.0
2984,288.0,4.0,152.0,2.0,6.0,440.0,343530.0
2985,144.0,2.0,76.0,1.0,3.0,220.0,208074.0
2986,288.0,4.0,152.0,2.0,6.0,440.0,245986.0
2987,144.0,2.0,76.0,1.0,3.0,220.0,196714.0
2988,288.0,4.0,152.0,2.0,6.0,440.0,231321.0
2989,144.0,2.0,76.0,1.0,3.0,220.0,194552.0
2990,288.0,4.0,152.0,2.0,6.0,440.0,267401.0
2991,144.0,2.0,76.0,1.0,3.0,220.0,216195.0
2992,288.0,4.0,152.0,2.0,6.0,440.0,266778.0
2993,144.0,2.0,76.0,1.0,3.0,220.0,197460.0
2994,288.0,4.0,152.0,2.0,6.0,440.0,227030.0
2995,144.0,2.0,76.0,1.0,3.0,220.0,194170.0
2996,288.0,4.0,152.0,2.0,6.0,440.0,275693.0
2997,144.0,2.0,76.0,1.0,3.0,220.0,211237.0
2998,288.0,4.0,152.0,2.0,6.0,440.0,281030.0
2999,144.0,2.0,76.0,1.0,3.0,220.0,209253.0
3000,288.0,4.0,152.0,2.0,6.0,440.0,239266.0
3001,144.0,2.0,76.0,1.0,3.0,220.0,194662.0
3002,288.0,4.0,152.0,2.0,6.0,440.0,284278.0
3003,144.0,2.0,76.0,1.0,3.0,220.0,223465.0
3004,288.0,4.0,152.0,2.0,6.0,440.0,272616.0
3005,144.0,2.0,76.0,1.0,3.0,220.0,206903.0
3006,288.0,4.0,152.0,2.0,6.0,440.0,244609.0
3007,144.0,2.0,76.0,1.0,3.0,220.0,197939.0
3008,4173000.0,41844.0,8105628.0,40620.0,82464.0,12278628.0,3046688768655.0
3009,2086500.0,20922.0,4052814.0,20310.0,41232.0,6139314.0,3046688629962.0
3010,92.0,1.0,92.0,1.0,2.0,184.0,46714.0
3011,92.0,1.0,92.0,1.0,2.0,184.0,37175.0
3012,92.0,1.0,92.0,1.0,2.0,184.0,28963.0
3013,1292.0,9.0,2046.0,6.0,15.0,3338.0,2872435.0
3014,2584.0,18.0,4092.0,12.0,30.0,6676.0,2887131.0
3015,1232.0,9.0,2652.0,7.0,16.0,3884.0,509407409.0
3016,2464.0,18.0,5304.0,14.0,32.0,7768.0,509429470.0
3017,1284.0,9.0,2058.0,6.0,15.0,3342.0,3107111.0
3018,2568.0,18.0,4116.0,12.0,30.0,6684.0,3110492.0
3019,1876.0,9.0,2135.0,6.0,15.0,4011.0,3014225.0
3020,3752.0,18.0,4270.0,12.0,30.0,8022.0,3052896.0
3021,5450253.0,3747.0,1163705.0,2092.0,5839.0,6613958.0,2858271291924.0
3022,122370027.0,14162.0,19718889.0,9964.0,24126.0,142088916.0,2844961274124.0
3023,288.0,4.0,152.0,2.0,6.0,440.0,217602.0
3024,144.0,2.0,76.0,1.0,3.0,220.0,180945.0
3025,288.0,4.0,152.0,2.0,6.0,440.0,284735.0
3026,144.0,2.0,76.0,1.0,3.0,220.0,241511.0
3027,288.0,4.0,152.0,2.0,6.0,440.0,244581.0
3028,144.0,2.0,76.0,1.0,3.0,220.0,198548.0
3029,288.0,4.0,152.0,2.0,6.0,440.0,217030.0
3030,144.0,2.0,76.0,1.0,3.0,220.0,181249.0
3031,288.0,4.0,152.0,2.0,6.0,440.0,219712.0
3032,144.0,2.0,76.0,1.0,3.0,220.0,184754.0
3033,288.0,4.0,152.0,2.0,6.0,440.0,211668.0
3034,144.0,2.0,76.0,1.0,3.0,220.0,179553.0
3035,288.0,4.0,152.0,2.0,6.0,440.0,304991.0
3036,144.0,2.0,76.0,1.0,3.0,220.0,192223.0
3037,288.0,4.0,152.0,2.0,6.0,440.0,276520.0
3038,144.0,2.0,76.0,1.0,3.0,220.0,241817.0
3039,288.0,4.0,152.0,2.0,6.0,440.0,245688.0
3040,144.0,2.0,76.0,1.0,3.0,220.0,193238.0
3041,288.0,4.0,152.0,2.0,6.0,440.0,270683.0
3042,144.0,2.0,76.0,1.0,3.0,220.0,227053.0
3043,288.0,4.0,152.0,2.0,6.0,440.0,271670.0
3044,144.0,2.0,76.0,1.0,3.0,220.0,198792.0
3045,288.0,4.0,152.0,2.0,6.0,440.0,247195.0
3046,144.0,2.0,76.0,1.0,3.0,220.0,193941.0
3047,288.0,4.0,152.0,2.0,6.0,440.0,233362.0
3048,144.0,2.0,76.0,1.0,3.0,220.0,213355.0
3049,288.0,4.0,152.0,2.0,6.0,440.0,274693.0
3050,144.0,2.0,76.0,1.0,3.0,220.0,231300.0
3051,288.0,4.0,152.0,2.0,6.0,440.0,239016.0
3052,144.0,2.0,76.0,1.0,3.0,220.0,207605.0
3053,288.0,4.0,152.0,2.0,6.0,440.0,271215.0
3054,144.0,2.0,76.0,1.0,3.0,220.0,210200.0
3055,288.0,4.0,152.0,2.0,6.0,440.0,244927.0
3056,144.0,2.0,76.0,1.0,3.0,220.0,195490.0
3057,288.0,4.0,152.0,2.0,6.0,440.0,242744.0
3058,144.0,2.0,76.0,1.0,3.0,220.0,196786.0
3059,288.0,4.0,152.0,2.0,6.0,440.0,232637.0
3060,144.0,2.0,76.0,1.0,3.0,220.0,193891.0
3061,288.0,4.0,152.0,2.0,6.0,440.0,267470.0
3062,144.0,2.0,76.0,1.0,3.0,220.0,225610.0
3063,288.0,4.0,152.0,2.0,6.0,440.0,242140.0
3064,144.0,2.0,76.0,1.0,3.0,220.0,196185.0
3065,288.0,4.0,152.0,2.0,6.0,440.0,278780.0
3066,144.0,2.0,76.0,1.0,3.0,220.0,211656.0
3067,288.0,4.0,152.0,2.0,6.0,440.0,272977.0
3068,144.0,2.0,76.0,1.0,3.0,220.0,201779.0
3069,288.0,4.0,152.0,2.0,6.0,440.0,227303.0
3070,144.0,2.0,76.0,1.0,3.0,220.0,208082.0
3071,288.0,4.0,152.0,2.0,6.0,440.0,226885.0
3072,144.0,2.0,76.0,1.0,3.0,220.0,190804.0
3073,288.0,4.0,152.0,2.0,6.0,440.0,258806.0
3074,144.0,2.0,76.0,1.0,3.0,220.0,222127.0
3075,112.0,2.0,56.0,1.0,3.0,168.0,530568.0
3076,288.0,4.0,152.0,2.0,6.0,440.0,241793.0
3077,144.0,2.0,76.0,1.0,3.0,220.0,195174.0
3078,288.0,4.0,152.0,2.0,6.0,440.0,270682.0
3079,144.0,2.0,76.0,1.0,3.0,220.0,208701.0
3080,288.0,4.0,152.0,2.0,6.0,440.0,230927.0
3081,144.0,2.0,76.0,1.0,3.0,220.0,198271.0
3082,288.0,4.0,152.0,2.0,6.0,440.0,258368.0
3083,144.0,2.0,76.0,1.0,3.0,220.0,195095.0
3084,288.0,4.0,152.0,2.0,6.0,440.0,225831.0
3085,144.0,2.0,76.0,1.0,3.0,220.0,186869.0
3086,288.0,4.0,152.0,2.0,6.0,440.0,210378.0
3087,144.0,2.0,76.0,1.0,3.0,220.0,177628.0
3088,288.0,4.0,152.0,2.0,6.0,440.0,267517.0
3089,144.0,2.0,76.0,1.0,3.0,220.0,200036.0
3090,288.0,4.0,152.0,2.0,6.0,440.0,216689.0
3091,144.0,2.0,76.0,1.0,3.0,220.0,178142.0
3092,288.0,4.0,152.0,2.0,6.0,440.0,211820.0
3093,144.0,2.0,76.0,1.0,3.0,220.0,177891.0
3094,288.0,4.0,152.0,2.0,6.0,440.0,209221.0
3095,144.0,2.0,76.0,1.0,3.0,220.0,177683.0
3096,288.0,4.0,152.0,2.0,6.0,440.0,236059.0
3097,144.0,2.0,76.0,1.0,3.0,220.0,185921.0
3098,288.0,4.0,152.0,2.0,6.0,440.0,256622.0
3099,144.0,2.0,76.0,1.0,3.0,220.0,195917.0
3100,288.0,4.0,152.0,2.0,6.0,440.0,268583.0
3101,144.0,2.0,76.0,1.0,3.0,220.0,196822.0
3102,288.0,4.0,152.0,2.0,6.0,440.0,283737.0
3103,144.0,2.0,76.0,1.0,3.0,220.0,208921.0
3104,288.0,4.0,152.0,2.0,6.0,440.0,265081.0
3105,144.0,2.0,76.0,1.0,3.0,220.0,203411.0
3106,288.0,4.0,152.0,2.0,6.0,440.0,243634.0
