,source.bytes,source.packets,destination.bytes,destination.packets,network.packets,network.bytes,event.duration
12235,288.0,4.0,152.0,2.0,6.0,440.0,231773.0
12236,144.0,2.0,76.0,1.0,3.0,220.0,216069.0
12237,288.0,4.0,152.0,2.0,6.0,440.0,257304.0
12238,144.0,2.0,76.0,1.0,3.0,220.0,197678.0
12239,288.0,4.0,152.0,2.0,6.0,440.0,229989.0
12240,144.0,2.0,76.0,1.0,3.0,220.0,195196.0
12241,288.0,4.0,152.0,2.0,6.0,440.0,228479.0
12242,144.0,2.0,76.0,1.0,3.0,220.0,205748.0
12243,288.0,4.0,152.0,2.0,6.0,440.0,235307.0
12244,144.0,2.0,76.0,1.0,3.0,220.0,195516.0
12245,288.0,4.0,152.0,2.0,6.0,440.0,242560.0
12246,144.0,2.0,76.0,1.0,3.0,220.0,196473.0
12247,288.0,4.0,152.0,2.0,6.0,440.0,268822.0
12248,144.0,2.0,76.0,1.0,3.0,220.0,238689.0
12249,288.0,4.0,152.0,2.0,6.0,440.0,276890.0
12250,144.0,2.0,76.0,1.0,3.0,220.0,235200.0
12251,288.0,4.0,152.0,2.0,6.0,440.0,269067.0
12252,144.0,2.0,76.0,1.0,3.0,220.0,222389.0
12253,288.0,4.0,152.0,2.0,6.0,440.0,230561.0
12254,144.0,2.0,76.0,1.0,3.0,220.0,192066.0
12255,288.0,4.0,152.0,2.0,6.0,440.0,216506.0
12256,144.0,2.0,76.0,1.0,3.0,220.0,179052.0
12257,288.0,4.0,152.0,2.0,6.0,440.0,211263.0
12258,144.0,2.0,76.0,1.0,3.0,220.0,177119.0
12259,288.0,4.0,152.0,2.0,6.0,440.0,264311.0
12260,144.0,2.0,76.0,1.0,3.0,220.0,196049.0
12261,288.0,4.0,152.0,2.0,6.0,440.0,226274.0
12262,144.0,2.0,76.0,1.0,3.0,220.0,207153.0
12263,288.0,4.0,152.0,2.0,6.0,440.0,214536.0
12264,144.0,2.0,76.0,1.0,3.0,220.0,182947.0
12265,288.0,4.0,152.0,2.0,6.0,440.0,276452.0
12266,144.0,2.0,76.0,1.0,3.0,220.0,216632.0
12267,288.0,4.0,152.0,2.0,6.0,440.0,245951.0
12268,144.0,2.0,76.0,1.0,3.0,220.0,210048.0
12269,288.0,4.0,152.0,2.0,6.0,440.0,231359.0
12270,144.0,2.0,76.0,1.0,3.0,220.0,198022.0
12271,288.0,4.0,152.0,2.0,6.0,440.0,267272.0
12272,144.0,2.0,76.0,1.0,3.0,220.0,201147.0
12273,288.0,4.0,152.0,2.0,6.0,440.0,295820.0
12274,144.0,2.0,76.0,1.0,3.0,220.0,252370.0
12275,288.0,4.0,152.0,2.0,6.0,440.0,253467.0
12276,144.0,2.0,76.0,1.0,3.0,220.0,202252.0
12277,288.0,4.0,152.0,2.0,6.0,440.0,250957.0
12278,144.0,2.0,76.0,1.0,3.0,220.0,205404.0
12279,288.0,4.0,152.0,2.0,6.0,440.0,245471.0
12280,144.0,2.0,76.0,1.0,3.0,220.0,193046.0
12281,288.0,4.0,152.0,2.0,6.0,440.0,237980.0
12282,144.0,2.0,76.0,1.0,3.0,220.0,227657.0
12283,288.0,4.0,152.0,2.0,6.0,440.0,266577.0
12284,144.0,2.0,76.0,1.0,3.0,220.0,228943.0
12285,288.0,4.0,152.0,2.0,6.0,440.0,232992.0
12286,144.0,2.0,76.0,1.0,3.0,220.0,188277.0
12287,288.0,4.0,152.0,2.0,6.0,440.0,256208.0
12288,144.0,2.0,76.0,1.0,3.0,220.0,206813.0
12289,288.0,4.0,152.0,2.0,6.0,440.0,242674.0
12290,144.0,2.0,76.0,1.0,3.0,220.0,190110.0
12291,288.0,4.0,152.0,2.0,6.0,440.0,478213.0
12292,144.0,2.0,76.0,1.0,3.0,220.0,448055.0
12293,288.0,4.0,152.0,2.0,6.0,440.0,268556.0
12294,144.0,2.0,76.0,1.0,3.0,220.0,226751.0
12295,288.0,4.0,152.0,2.0,6.0,440.0,282453.0
12296,144.0,2.0,76.0,1.0,3.0,220.0,250987.0
12297,288.0,4.0,152.0,2.0,6.0,440.0,238627.0
12298,144.0,2.0,76.0,1.0,3.0,220.0,191657.0
12299,288.0,4.0,152.0,2.0,6.0,440.0,271758.0
12300,144.0,2.0,76.0,1.0,3.0,220.0,205908.0
12301,288.0,4.0,152.0,2.0,6.0,440.0,250660.0
12302,144.0,2.0,76.0,1.0,3.0,220.0,199198.0
12303,288.0,4.0,152.0,2.0,6.0,440.0,243714.0
12304,144.0,2.0,76.0,1.0,3.0,220.0,197261.0
12305,288.0,4.0,152.0,2.0,6.0,440.0,266514.0
12306,144.0,2.0,76.0,1.0,3.0,220.0,199384.0
12307,288.0,4.0,152.0,2.0,6.0,440.0,264096.0
12308,144.0,2.0,76.0,1.0,3.0,220.0,196653.0
12309,288.0,4.0,152.0,2.0,6.0,440.0,249248.0
12310,144.0,2.0,76.0,1.0,3.0,220.0,201915.0
12311,288.0,4.0,152.0,2.0,6.0,440.0,257009.0
12312,144.0,2.0,76.0,1.0,3.0,220.0,234037.0
12313,288.0,4.0,152.0,2.0,6.0,440.0,218158.0
12314,144.0,2.0,76.0,1.0,3.0,220.0,181624.0
12315,2572.0,12.0,1324.0,12.0,24.0,3896.0,1230891.0
12316,1286.0,6.0,662.0,6.0,12.0,1948.0,1112767.0
12317,288.0,4.0,152.0,2.0,6.0,440.0,212995.0
12318,144.0,2.0,76.0,1.0,3.0,220.0,180588.0
12319,288.0,4.0,152.0,2.0,6.0,440.0,294915.0
12320,144.0,2.0,76.0,1.0,3.0,220.0,226110.0
12321,288.0,4.0,152.0,2.0,6.0,440.0,260713.0
12322,144.0,2.0,76.0,1.0,3.0,220.0,200828.0
12323,288.0,4.0,152.0,2.0,6.0,440.0,233472.0
12324,144.0,2.0,76.0,1.0,3.0,220.0,194851.0
12325,288.0,4.0,152.0,2.0,6.0,440.0,232363.0
12326,144.0,2.0,76.0,1.0,3.0,220.0,212423.0
12327,288.0,4.0,152.0,2.0,6.0,440.0,256153.0
12328,144.0,2.0,76.0,1.0,3.0,220.0,205991.0
12329,288.0,4.0,152.0,2.0,6.0,440.0,295832.0
12330,144.0,2.0,76.0,1.0,3.0,220.0,220700.0
12331,288.0,4.0,152.0,2.0,6.0,440.0,233018.0
12332,144.0,2.0,76.0,1.0,3.0,220.0,196582.0
12333,288.0,4.0,152.0,2.0,6.0,440.0,283315.0
12334,144.0,2.0,76.0,1.0,3.0,220.0,220774.0
12335,288.0,4.0,152.0,2.0,6.0,440.0,226648.0
12336,144.0,2.0,76.0,1.0,3.0,220.0,194640.0
12337,288.0,4.0,152.0,2.0,6.0,440.0,257391.0
12338,144.0,2.0,76.0,1.0,3.0,220.0,207052.0
12339,288.0,4.0,152.0,2.0,6.0,440.0,233643.0
12340,144.0,2.0,76.0,1.0,3.0,220.0,198702.0
12341,288.0,4.0,152.0,2.0,6.0,440.0,236420.0
12342,144.0,2.0,76.0,1.0,3.0,220.0,203071.0
12343,288.0,4.0,152.0,2.0,6.0,440.0,228654.0
12344,144.0,2.0,76.0,1.0,3.0,220.0,191454.0
12345,288.0,4.0,152.0,2.0,6.0,440.0,217889.0
12346,144.0,2.0,76.0,1.0,3.0,220.0,212807.0
12347,288.0,4.0,152.0,2.0,6.0,440.0,251217.0
12348,144.0,2.0,76.0,1.0,3.0,220.0,219052.0
12349,288.0,4.0,152.0,2.0,6.0,440.0,268033.0
12350,144.0,2.0,76.0,1.0,3.0,220.0,200353.0
12351,112.0,2.0,56.0,1.0,3.0,168.0,75468.0
12352,288.0,4.0,152.0,2.0,6.0,440.0,289505.0
12353,144.0,2.0,76.0,1.0,3.0,220.0,193514.0
12354,288.0,4.0,152.0,2.0,6.0,440.0,219385.0
12355,144.0,2.0,76.0,1.0,3.0,220.0,174377.0
12356,288.0,4.0,152.0,2.0,6.0,440.0,398192.0
12357,144.0,2.0,76.0,1.0,3.0,220.0,206738.0
12358,288.0,4.0,152.0,2.0,6.0,440.0,292314.0
12359,144.0,2.0,76.0,1.0,3.0,220.0,252471.0
12360,288.0,4.0,152.0,2.0,6.0,440.0,237520.0
12361,144.0,2.0,76.0,1.0,3.0,220.0,192499.0
12362,288.0,4.0,152.0,2.0,6.0,440.0,268367.0
12363,144.0,2.0,76.0,1.0,3.0,220.0,226949.0
12364,288.0,4.0,152.0,2.0,6.0,440.0,249001.0
12365,144.0,2.0,76.0,1.0,3.0,220.0,210838.0
12366,288.0,4.0,152.0,2.0,6.0,440.0,236117.0
12367,144.0,2.0,76.0,1.0,3.0,220.0,177276.0
12368,288.0,4.0,152.0,2.0,6.0,440.0,271773.0
12369,144.0,2.0,76.0,1.0,3.0,220.0,229668.0
12370,288.0,4.0,152.0,2.0,6.0,440.0,277654.0
12371,144.0,2.0,76.0,1.0,3.0,220.0,193946.0
12372,288.0,4.0,152.0,2.0,6.0,440.0,261668.0
12373,144.0,2.0,76.0,1.0,3.0,220.0,191820.0
12374,288.0,4.0,152.0,2.0,6.0,440.0,238867.0
12375,144.0,2.0,76.0,1.0,3.0,220.0,232386.0
12376,3769362.0,37796.0,7297358.0,36572.0,74368.0,11066720.0,2756097825386.0
12377,1884681.0,18898.0,3648679.0,18286.0,37184.0,5533360.0,2756097699777.0
12378,92.0,1.0,92.0,1.0,2.0,184.0,28824.0
12379,92.0,1.0,92.0,1.0,2.0,184.0,29180.0
12380,92.0,1.0,92.0,1.0,2.0,184.0,28062.0
12381,1292.0,9.0,2046.0,6.0,15.0,3338.0,2873267.0
12382,2584.0,18.0,4092.0,12.0,30.0,6676.0,2913156.0
12383,1232.0,9.0,2652.0,7.0,16.0,3884.0,509794050.0
12384,2464.0,18.0,5304.0,14.0,32.0,7768.0,509825719.0
12385,1284.0,9.0,2058.0,6.0,15.0,3342.0,3022298.0
12386,2568.0,18.0,4116.0,12.0,30.0,6684.0,3038008.0
12387,1874.0,9.0,2135.0,6.0,15.0,4009.0,3155263.0
12388,3748.0,18.0,4270.0,12.0,30.0,8018.0,3188021.0
12389,1874.0,9.0,2135.0,6.0,15.0,4009.0,3416855.0
12390,3748.0,18.0,4270.0,12.0,30.0,8018.0,3431638.0
12391,4944157.0,3388.0,1052036.0,1888.0,5276.0,5996193.0,2568190853417.0
12392,109538271.0,12685.0,17518600.0,8839.0,21524.0,127056871.0,2546689086294.0
12393,288.0,4.0,152.0,2.0,6.0,440.0,222116.0
12394,144.0,2.0,76.0,1.0,3.0,220.0,179501.0
12395,288.0,4.0,152.0,2.0,6.0,440.0,207812.0
12396,144.0,2.0,76.0,1.0,3.0,220.0,176793.0
12397,288.0,4.0,152.0,2.0,6.0,440.0,270534.0
12398,144.0,2.0,76.0,1.0,3.0,220.0,228978.0
12399,288.0,4.0,152.0,2.0,6.0,440.0,239668.0
12400,144.0,2.0,76.0,1.0,3.0,220.0,187873.0
12401,288.0,4.0,152.0,2.0,6.0,440.0,298942.0
12402,144.0,2.0,76.0,1.0,3.0,220.0,252810.0
12403,288.0,4.0,152.0,2.0,6.0,440.0,221474.0
12404,144.0,2.0,76.0,1.0,3.0,220.0,183773.0
12405,288.0,4.0,152.0,2.0,6.0,440.0,215274.0
12406,144.0,2.0,76.0,1.0,3.0,220.0,177006.0
12407,288.0,4.0,152.0,2.0,6.0,440.0,208230.0
12408,144.0,2.0,76.0,1.0,3.0,220.0,176088.0
12409,288.0,4.0,152.0,2.0,6.0,440.0,267245.0
12410,144.0,2.0,76.0,1.0,3.0,220.0,205194.0
12411,288.0,4.0,152.0,2.0,6.0,440.0,249162.0
12412,144.0,2.0,76.0,1.0,3.0,220.0,195836.0
12413,288.0,4.0,152.0,2.0,6.0,440.0,216197.0
12414,144.0,2.0,76.0,1.0,3.0,220.0,183441.0
12415,288.0,4.0,152.0,2.0,6.0,440.0,260091.0
12416,144.0,2.0,76.0,1.0,3.0,220.0,196042.0
12417,288.0,4.0,152.0,2.0,6.0,440.0,266355.0
12418,144.0,2.0,76.0,1.0,3.0,220.0,224297.0
12419,288.0,4.0,152.0,2.0,6.0,440.0,242895.0
12420,144.0,2.0,76.0,1.0,3.0,220.0,194316.0
12421,288.0,4.0,152.0,2.0,6.0,440.0,260694.0
12422,144.0,2.0,76.0,1.0,3.0,220.0,224945.0
12423,288.0,4.0,152.0,2.0,6.0,440.0,255658.0
12424,144.0,2.0,76.0,1.0,3.0,220.0,208278.0
12425,288.0,4.0,152.0,2.0,6.0,440.0,248027.0
12426,144.0,2.0,76.0,1.0,3.0,220.0,203173.0
12427,288.0,4.0,152.0,2.0,6.0,440.0,306257.0
12428,144.0,2.0,76.0,1.0,3.0,220.0,262634.0
12429,288.0,4.0,152.0,2.0,6.0,440.0,297998.0
12430,144.0,2.0,76.0,1.0,3.0,220.0,223684.0
12431,288.0,4.0,152.0,2.0,6.0,440.0,257739.0
12432,144.0,2.0,76.0,1.0,3.0,220.0,222714.0
12433,288.0,4.0,152.0,2.0,6.0,440.0,224954.0
12434,144.0,2.0,76.0,1.0,3.0,220.0,201553.0
12435,288.0,4.0,152.0,2.0,6.0,440.0,210737.0
12436,144.0,2.0,76.0,1.0,3.0,220.0,177587.0
12437,288.0,4.0,152.0,2.0,6.0,440.0,251333.0
12438,144.0,2.0,76.0,1.0,3.0,220.0,199816.0
12439,288.0,4.0,152.0,2.0,6.0,440.0,265085.0
12440,144.0,2.0,76.0,1.0,3.0,220.0,215510.0
12441,288.0,4.0,152.0,2.0,6.0,440.0,307036.0
12442,144.0,2.0,76.0,1.0,3.0,220.0,246254.0
12443,288.0,4.0,152.0,2.0,6.0,440.0,226690.0
12444,144.0,2.0,76.0,1.0,3.0,220.0,205140.0
12445,288.0,4.0,152.0,2.0,6.0,440.0,279566.0
12446,144.0,2.0,76.0,1.0,3.0,220.0,199849.0
12447,288.0,4.0,152.0,2.0,6.0,440.0,241367.0
12448,144.0,2.0,76.0,1.0,3.0,220.0,213424.0
12449,288.0,4.0,152.0,2.0,6.0,440.0,262185.0
12450,144.0,2.0,76.0,1.0,3.0,220.0,200965.0
12451,288.0,4.0,152.0,2.0,6.0,440.0,293409.0
12452,144.0,2.0,76.0,1.0,3.0,220.0,214449.0
12453,288.0,4.0,152.0,2.0,6.0,440.0,228813.0
12454,144.0,2.0,76.0,1.0,3.0,220.0,208470.0
12455,288.0,4.0,152.0,2.0,6.0,440.0,225393.0
12456,144.0,2.0,76.0,1.0,3.0,220.0,187825.0
12457,288.0,4.0,152.0,2.0,6.0,440.0,198485.0
12458,144.0,2.0,76.0,1.0,3.0,220.0,180842.0
12459,288.0,4.0,152.0,2.0,6.0,440.0,283186.0
12460,144.0,2.0,76.0,1.0,3.0,220.0,224146.0
12461,288.0,4.0,152.0,2.0,6.0,440.0,214152.0
12462,144.0,2.0,76.0,1.0,3.0,220.0,181705.0
12463,288.0,4.0,152.0,2.0,6.0,440.0,209550.0
12464,144.0,2.0,76.0,1.0,3.0,220.0,177012.0
12465,288.0,4.0,152.0,2.0,6.0,440.0,258294.0
12466,144.0,2.0,76.0,1.0,3.0,220.0,200123.0
12467,288.0,4.0,152.0,2.0,6.0,440.0,285088.0
12468,144.0,2.0,76.0,1.0,3.0,220.0,213362.0
12469,288.0,4.0,152.0,2.0,6.0,440.0,240960.0
12470,144.0,2.0,76.0,1.0,3.0,220.0,195532.0
12471,288.0,4.0,152.0,2.0,6.0,440.0,247277.0
12472,144.0,2.0,76.0,1.0,3.0,220.0,196272.0
12473,288.0,4.0,152.0,2.0,6.0,440.0,233916.0
12474,144.0,2.0,76.0,1.0,3.0,220.0,201075.0
12475,288.0,4.0,152.0,2.0,6.0,440.0,286905.0
12476,144.0,2.0,76.0,1.0,3.0,220.0,243216.0
12477,288.0,4.0,152.0,2.0,6.0,440.0,271836.0
12478,144.0,2.0,76.0,1.0,3.0,220.0,222545.0
12479,288.0,4.0,152.0,2.0,6.0,440.0,225576.0
12480,144.0,2.0,76.0,1.0,3.0,220.0,193048.0
12481,288.0,4.0,152.0,2.0,6.0,440.0,268985.0
12482,144.0,2.0,76.0,1.0,3.0,220.0,198553.0
12483,288.0,4.0,152.0,2.0,6.0,440.0,250493.0
12484,144.0,2.0,76.0,1.0,3.0,220.0,201969.0
12485,288.0,4.0,152.0,2.0,6.0,440.0,226529.0
12486,144.0,2.0,76.0,1.0,3.0,220.0,191468.0
12487,288.0,4.0,152.0,2.0,6.0,440.0,264511.0
12488,144.0,2.0,76.0,1.0,3.0,220.0,195081.0
12489,288.0,4.0,152.0,2.0,6.0,440.0,274413.0
12490,144.0,2.0,76.0,1.0,3.0,220.0,225590.0
12491,288.0,4.0,152.0,2.0,6.0,440.0,248340.0
12492,144.0,2.0,76.0,1.0,3.0,220.0,196939.0
12493,288.0,4.0,152.0,2.0,6.0,440.0,313318.0
12494,144.0,2.0,76.0,1.0,3.0,220.0,244762.0
12495,288.0,4.0,152.0,2.0,6.0,440.0,284253.0
12496,144.0,2.0,76.0,1.0,3.0,220.0,216996.0
12497,288.0,4.0,152.0,2.0,6.0,440.0,244815.0
12498,144.0,2.0,76.0,1.0,3.0,220.0,192630.0
12499,288.0,4.0,152.0,2.0,6.0,440.0,288017.0
12500,144.0,2.0,76.0,1.0,3.0,220.0,218997.0
12501,288.0,4.0,152.0,2.0,6.0,440.0,279988.0
12502,144.0,2.0,76.0,1.0,3.0,220.0,222728.0
12503,288.0,4.0,152.0,2.0,6.0,440.0,250088.0
12504,144.0,2.0,76.0,1.0,3.0,220.0,218293.0
12505,288.0,4.0,152.0,2.0,6.0,440.0,270220.0
12506,144.0,2.0,76.0,1.0,3.0,220.0,199296.0
12507,288.0,4.0,152.0,2.0,6.0,440.0,241651.0
12508,144.0,2.0,76.0,1.0,3.0,220.0,196124.0
12509,288.0,4.0,152.0,2.0,6.0,440.0,235131.0
12510,144.0,2.0,76.0,1.0,3.0,220.0,196206.0
12511,288.0,4.0,152.0,2.0,6.0,440.0,240351.0
12512,144.0,2.0,76.0,1.0,3.0,220.0,207859.0
12513,288.0,4.0,152.0,2.0,6.0,440.0,218627.0
12514,144.0,2.0,76.0,1.0,3.0,220.0,178011.0
12515,288.0,4.0,152.0,2.0,6.0,440.0,275858.0
12516,144.0,2.0,76.0,1.0,3.0,220.0,200787.0
12517,288.0,4.0,152.0,2.0,6.0,440.0,255586.0
12518,144.0,2.0,76.0,1.0,3.0,220.0,213190.0
12519,288.0,4.0,152.0,2.0,6.0,440.0,243420.0
12520,144.0,2.0,76.0,1.0,3.0,220.0,193268.0
12521,288.0,4.0,152.0,2.0,6.0,440.0,600456.0
12522,144.0,2.0,76.0,1.0,3.0,220.0,565354.0
12523,288.0,4.0,152.0,2.0,6.0,440.0,229515.0
12524,144.0,2.0,76.0,1.0,3.0,220.0,184684.0
12525,288.0,4.0,152.0,2.0,6.0,440.0,252742.0
12526,144.0,2.0,76.0,1.0,3.0,220.0,203289.0
12527,288.0,4.0,152.0,2.0,6.0,440.0,276258.0
12528,144.0,2.0,76.0,1.0,3.0,220.0,203493.0
12529,288.0,4.0,152.0,2.0,6.0,440.0,241690.0
12530,144.0,2.0,76.0,1.0,3.0,220.0,192001.0
12531,288.0,4.0,152.0,2.0,6.0,440.0,281026.0
12532,144.0,2.0,76.0,1.0,3.0,220.0,228484.0
12533,288.0,4.0,152.0,2.0,6.0,440.0,245246.0
12534,144.0,2.0,76.0,1.0,3.0,220.0,198573.0
12535,288.0,4.0,152.0,2.0,6.0,440.0,401559.0
12536,144.0,2.0,76.0,1.0,3.0,220.0,246961.0
12537,1412.0,12.0,1010.0,10.0,22.0,2422.0,1116978.0
12538,706.0,6.0,505.0,5.0,11.0,1211.0,1066817.0
12539,1292.0,12.0,2222.0,12.0,24.0,3514.0,508111416.0
12540,646.0,6.0,1111.0,6.0,12.0,1757.0,507989180.0
12541,1396.0,12.0,1170.0,12.0,24.0,2566.0,1296807.0
12542,698.0,6.0,585.0,6.0,12.0,1283.0,1166302.0
12543,2576.0,12.0,1324.0,12.0,24.0,3900.0,1442821.0
12544,1288.0,6.0,662.0,6.0,12.0,1950.0,1295274.0
12545,288.0,4.0,152.0,2.0,6.0,440.0,230458.0
12546,144.0,2.0,76.0,1.0,3.0,220.0,206716.0
12547,288.0,4.0,152.0,2.0,6.0,440.0,206195.0
12548,144.0,2.0,76.0,1.0,3.0,220.0,171860.0
12549,288.0,4.0,152.0,2.0,6.0,440.0,243249.0
12550,144.0,2.0,76.0,1.0,3.0,220.0,203455.0
12551,288.0,4.0,152.0,2.0,6.0,440.0,274900.0
12552,144.0,2.0,76.0,1.0,3.0,220.0,238760.0
12553,288.0,4.0,152.0,2.0,6.0,440.0,260081.0
12554,144.0,2.0,76.0,1.0,3.0,220.0,204432.0
12555,288.0,4.0,152.0,2.0,6.0,440.0,295780.0
12556,144.0,2.0,76.0,1.0,3.0,220.0,219682.0
12557,288.0,4.0,152.0,2.0,6.0,440.0,264984.0
12558,144.0,2.0,76.0,1.0,3.0,220.0,212457.0
12559,288.0,4.0,152.0,2.0,6.0,440.0,224022.0
12560,144.0,2.0,76.0,1.0,3.0,220.0,206154.0
12561,288.0,4.0,152.0,2.0,6.0,440.0,266809.0
12562,144.0,2.0,76.0,1.0,3.0,220.0,200386.0
12563,288.0,4.0,152.0,2.0,6.0,440.0,246384.0
12564,144.0,2.0,76.0,1.0,3.0,220.0,194513.0
12565,288.0,4.0,152.0,2.0,6.0,440.0,241561.0
12566,144.0,2.0,76.0,1.0,3.0,220.0,196948.0
12567,288.0,4.0,152.0,2.0,6.0,440.0,288922.0
12568,144.0,2.0,76.0,1.0,3.0,220.0,225847.0
12569,288.0,4.0,152.0,2.0,6.0,440.0,244024.0
12570,144.0,2.0,76.0,1.0,3.0,220.0,193755.0
12571,288.0,4.0,152.0,2.0,6.0,440.0,228428.0
12572,144.0,2.0,76.0,1.0,3.0,220.0,189995.0
12573,288.0,4.0,152.0,2.0,6.0,440.0,274557.0
12574,144.0,2.0,76.0,1.0,3.0,220.0,205794.0
12575,288.0,4.0,152.0,2.0,6.0,440.0,269441.0
12576,144.0,2.0,76.0,1.0,3.0,220.0,206800.0
12577,288.0,4.0,152.0,2.0,6.0,440.0,231932.0
12578,144.0,2.0,76.0,1.0,3.0,220.0,196993.0
12579,288.0,4.0,152.0,2.0,6.0,440.0,240086.0
12580,144.0,2.0,76.0,1.0,3.0,220.0,194199.0
12581,288.0,4.0,152.0,2.0,6.0,440.0,244802.0
12582,144.0,2.0,76.0,1.0,3.0,220.0,191947.0
12583,288.0,4.0,152.0,2.0,6.0,440.0,216347.0
12584,144.0,2.0,76.0,1.0,3.0,220.0,186419.0
12585,288.0,4.0,152.0,2.0,6.0,440.0,369376.0
12586,144.0,2.0,76.0,1.0,3.0,220.0,235030.0
12587,288.0,4.0,152.0,2.0,6.0,440.0,226221.0
12588,144.0,2.0,76.0,1.0,3.0,220.0,191876.0
12589,288.0,4.0,152.0,2.0,6.0,440.0,221943.0
12590,144.0,2.0,76.0,1.0,3.0,220.0,183866.0
12591,288.0,4.0,152.0,2.0,6.0,440.0,214975.0
12592,144.0,2.0,76.0,1.0,3.0,220.0,179041.0
12593,288.0,4.0,152.0,2.0,6.0,440.0,247161.0
12594,144.0,2.0,76.0,1.0,3.0,220.0,194726.0
12595,288.0,4.0,152.0,2.0,6.0,440.0,240502.0
12596,144.0,2.0,76.0,1.0,3.0,220.0,206932.0
12597,288.0,4.0,152.0,2.0,6.0,440.0,292607.0
12598,144.0,2.0,76.0,1.0,3.0,220.0,232363.0
12599,288.0,4.0,152.0,2.0,6.0,440.0,246863.0
12600,144.0,2.0,76.0,1.0,3.0,220.0,195542.0
12601,288.0,4.0,152.0,2.0,6.0,440.0,237010.0
12602,144.0,2.0,76.0,1.0,3.0,220.0,201166.0
12603,288.0,4.0,152.0,2.0,6.0,440.0,253746.0
12604,144.0,2.0,76.0,1.0,3.0,220.0,207236.0
12605,288.0,4.0,152.0,2.0,6.0,440.0,265849.0
12606,144.0,2.0,76.0,1.0,3.0,220.0,223580.0
12607,288.0,4.0,152.0,2.0,6.0,440.0,234708.0
12608,144.0,2.0,76.0,1.0,3.0,220.0,203315.0
12609,288.0,4.0,152.0,2.0,6.0,440.0,266725.0
12610,144.0,2.0,76.0,1.0,3.0,220.0,223366.0
12611,288.0,4.0,152.0,2.0,6.0,440.0,233872.0
12612,144.0,2.0,76.0,1.0,3.0,220.0,213728.0
12613,288.0,4.0,152.0,2.0,6.0,440.0,267071.0
12614,144.0,2.0,76.0,1.0,3.0,220.0,224754.0
12615,288.0,4.0,152.0,2.0,6.0,440.0,225998.0
12616,144.0,2.0,76.0,1.0,3.0,220.0,191132.0
12617,2576.0,12.0,1324.0,12.0,24.0,3900.0,1261613.0
12618,1288.0,6.0,662.0,6.0,12.0,1950.0,1126827.0
12619,288.0,4.0,152.0,2.0,6.0,440.0,229679.0
12620,144.0,2.0,76.0,1.0,3.0,220.0,188541.0
12621,288.0,4.0,152.0,2.0,6.0,440.0,242338.0
12622,144.0,2.0,76.0,1.0,3.0,220.0,191157.0
12623,288.0,4.0,152.0,2.0,6.0,440.0,265594.0
12624,144.0,2.0,76.0,1.0,3.0,220.0,221424.0
12625,288.0,4.0,152.0,2.0,6.0,440.0,231773.0
12626,144.0,2.0,76.0,1.0,3.0,220.0,216069.0
12627,288.0,4.0,152.0,2.0,6.0,440.0,257304.0
12628,144.0,2.0,76.0,1.0,3.0,220.0,197678.0
12629,288.0,4.0,152.0,2.0,6.0,440.0,229989.0
12630,144.0,2.0,76.0,1.0,3.0,220.0,195196.0
12631,288.0,4.0,152.0,2.0,6.0,440.0,228479.0
12632,144.0,2.0,76.0,1.0,3.0,220.0,205748.0
12633,288.0,4.0,152.0,2.0,6.0,440.0,235307.0
12634,144.0,2.0,76.0,1.0,3.0,220.0,195516.0
12635,288.0,4.0,152.0,2.0,6.0,440.0,242560.0
12636,144.0,2.0,76.0,1.0,3.0,220.0,196473.0
12637,288.0,4.0,152.0,2.0,6.0,440.0,268822.0
12638,144.0,2.0,76.0,1.0,3.0,220.0,238689.0
12639,288.0,4.0,152.0,2.0,6.0,440.0,276890.0
12640,144.0,2.0,76.0,1.0,3.0,220.0,235200.0
12641,288.0,4.0,152.0,2.0,6.0,440.0,269067.0
12642,144.0,2.0,76.0,1.0,3.0,220.0,222389.0
12643,288.0,4.0,152.0,2.0,6.0,440.0,230561.0
12644,144.0,2.0,76.0,1.0,3.0,220.0,192066.0
12645,288.0,4.0,152.0,2.0,6.0,440.0,216506.0
12646,144.0,2.0,76.0,1.0,3.0,220.0,179052.0
12647,288.0,4.0,152.0,2.0,6.0,440.0,211263.0
12648,144.0,2.0,76.0,1.0,3.0,220.0,177119.0
12649,288.0,4.0,152.0,2.0,6.0,440.0,264311.0
12650,144.0,2.0,76.0,1.0,3.0,220.0,196049.0
12651,288.0,4.0,152.0,2.0,6.0,440.0,226274.0
12652,144.0,2.0,76.0,1.0,3.0,220.0,207153.0
12653,288.0,4.0,152.0,2.0,6.0,440.0,214536.0
12654,144.0,2.0,76.0,1.0,3.0,220.0,182947.0
12655,288.0,4.0,152.0,2.0,6.0,440.0,276452.0
12656,144.0,2.0,76.0,1.0,3.0,220.0,216632.0
12657,288.0,4.0,152.0,2.0,6.0,440.0,245951.0
12658,144.0,2.0,76.0,1.0,3.0,220.0,210048.0
12659,288.0,4.0,152.0,2.0,6.0,440.0,231359.0
12660,144.0,2.0,76.0,1.0,3.0,220.0,198022.0
12661,288.0,4.0,152.0,2.0,6.0,440.0,267272.0
12662,144.0,2.0,76.0,1.0,3.0,220.0,201147.0
12663,288.0,4.0,152.0,2.0,6.0,440.0,295820.0
12664,144.0,2.0,76.0,1.0,3.0,220.0,252370.0
12665,288.0,4.0,152.0,2.0,6.0,440.0,253467.0
12666,144.0,2.0,76.0,1.0,3.0,220.0,202252.0
