source.bytes,source.packets,destination.bytes,destination.packets,network.packets,network.bytes,network.transport,event.duration
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,6656152701.0
1160.0,6.0,1593.0,5.0,11.0,2753.0,1.0,1535896477.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100517.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90738.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,136281.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101981.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92206.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,29663.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100174.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,95617.0
21004.0,305.0,279732.0,297.0,602.0,300736.0,1.0,8280064004858.0
2158.0,6.0,11017.0,11.0,17.0,13175.0,1.0,39936180204.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4095697781.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5120155451.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,48078.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632276731.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,8191960121.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,8192157713.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6143734844.0
954507.0,648.0,31778.0,439.0,1087.0,986285.0,1.0,1175040052278.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52819.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,97777.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39852.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91903.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,93694.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42794.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680052652.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,133942.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4095697781.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,55770.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,48078.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,46530.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,8191960121.0
1556.0,11.0,2093.0,8.0,19.0,3649.0,1.0,4095795244.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100517.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,7168315998.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91903.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,36017.0
20936.0,304.0,278764.0,296.0,600.0,299700.0,1.0,8249856237998.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52819.0
2158.0,6.0,11017.0,11.0,17.0,13175.0,1.0,39936180204.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100174.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5120155451.0
1792.0,14.0,2233.0,9.0,23.0,4025.0,1.0,5120022617.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632276731.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,6656152701.0
947036.0,644.0,31562.0,436.0,1080.0,978598.0,1.0,1160192111556.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90738.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,97777.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,136281.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101981.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39852.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92206.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,29663.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680052652.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,133942.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4095697781.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,55770.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,48078.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,46530.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,8191960121.0
941196.0,642.0,31420.0,434.0,1076.0,972616.0,1.0,1154560132959.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90738.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,97777.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101981.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91903.0
20936.0,304.0,278764.0,296.0,600.0,299700.0,1.0,8249856237998.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,7168315998.0
2158.0,6.0,9669.0,10.0,16.0,11827.0,1.0,20480062453.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,36017.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5120155451.0
1792.0,14.0,2233.0,9.0,23.0,4025.0,1.0,5120022617.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632276731.0
1556.0,11.0,2093.0,8.0,19.0,3649.0,1.0,2559986847.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100517.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52819.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,136281.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39852.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92206.0
20936.0,304.0,278764.0,296.0,600.0,299700.0,1.0,8249856237998.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6144051138.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632065172.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,245926.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680052652.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,133942.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4095697781.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,36017.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,55770.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,48078.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,46530.0
1104.0,5.0,1593.0,5.0,10.0,2697.0,1.0,1023991446.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91827.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92761.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40547.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100517.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52819.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,136281.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39852.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168134403.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,92621.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5632107239.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,6144115580.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,7168315998.0
2158.0,6.0,9669.0,10.0,16.0,11827.0,1.0,20480062453.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5120155451.0
1792.0,14.0,2233.0,9.0,23.0,4025.0,1.0,5120022617.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632276731.0
933179.0,638.0,31204.0,431.0,1069.0,964383.0,1.0,1146368175870.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33135.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,86231.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,107629.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90738.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,97777.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101981.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91903.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168134403.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,92621.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5632107239.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,6144115580.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,7168315998.0
2158.0,6.0,8321.0,9.0,15.0,10479.0,1.0,11264050725.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6144051138.0
1104.0,5.0,1537.0,4.0,9.0,2641.0,1.0,1536058922.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,245926.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92761.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,133942.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100517.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,55770.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,48078.0
924937.0,632.0,30914.0,427.0,1059.0,955851.0,1.0,1136640113980.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33135.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,86231.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,107629.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90738.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,97777.0
20868.0,303.0,277796.0,295.0,598.0,298664.0,1.0,8219648036957.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,36017.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5120155451.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632065172.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91827.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680052652.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40547.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4095697781.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52819.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,136281.0
20868.0,303.0,277796.0,295.0,598.0,298664.0,1.0,8219648036957.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6144051138.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632065172.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,245926.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680052652.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,133942.0
918042.0,626.0,30624.0,423.0,1049.0,948666.0,1.0,1127424337900.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33135.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,86231.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,107629.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,92621.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5632107239.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,6144115580.0
1736.0,13.0,2289.0,10.0,23.0,4025.0,1.0,5119933416.0
1219.0,5.0,165.0,2.0,7.0,1384.0,1.0,1024026763.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91827.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92761.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40547.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100517.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52819.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168134403.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90738.0
20868.0,303.0,277796.0,295.0,598.0,298664.0,1.0,8219648036957.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168102038.0
1702.0,14.0,4221.0,17.0,31.0,5923.0,1.0,8191972352.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680239475.0
1736.0,13.0,2289.0,10.0,23.0,4025.0,1.0,4095877183.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,3583965253.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4096049380.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50646.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,4607934478.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,51185.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,93502.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168134403.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6144051138.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,92621.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632065172.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5632107239.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,245926.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,6144115580.0
1500.0,10.0,2093.0,8.0,18.0,3593.0,1.0,4095995164.0
909286.0,620.0,30334.0,419.0,1039.0,939620.0,1.0,1113088090292.0
87.0,1.0,87.0,1.0,2.0,174.0,2.0,512184747.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,53589.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90675.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,116836.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,94938.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101947.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42089.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91532.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,124498.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91827.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33135.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92761.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,86231.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40547.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,107629.0
20800.0,302.0,276812.0,294.0,596.0,297612.0,1.0,8189952312287.0
180.0,3.0,145.0,2.0,5.0,325.0,1.0,511979498.0
87.0,1.0,87.0,1.0,2.0,174.0,2.0,512184747.0
1736.0,13.0,2289.0,10.0,23.0,4025.0,1.0,4095877183.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4096049380.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,4607934478.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,93502.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6144051138.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,5632065172.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,245926.0
902166.0,616.0,30118.0,416.0,1032.0,932284.0,1.0,1106432093014.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,53589.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90675.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,116836.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,94938.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101947.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42089.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91532.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,124498.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91827.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33135.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,92761.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,86231.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168102038.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680239475.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,3583965253.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50646.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,51185.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168134403.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,92621.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5632107239.0
1702.0,14.0,4221.0,17.0,31.0,5923.0,1.0,8191972352.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168102038.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680239475.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,3583965253.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50646.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,4607934478.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168134403.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,92621.0
895101.0,612.0,29902.0,413.0,1025.0,925003.0,1.0,1095168380752.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,53589.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,116836.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101947.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91532.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91827.0
20800.0,302.0,276812.0,294.0,596.0,297612.0,1.0,8189952312287.0
1702.0,14.0,4221.0,17.0,31.0,5923.0,1.0,8191972352.0
1736.0,13.0,2289.0,10.0,23.0,4025.0,1.0,4095877183.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4096049380.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,51185.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,93502.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,6144051138.0
1500.0,10.0,2093.0,8.0,18.0,3593.0,1.0,2559924817.0
87.0,1.0,87.0,1.0,2.0,174.0,2.0,512184747.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90675.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,94938.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42089.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,124498.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33135.0
2158.0,6.0,12433.0,13.0,19.0,14591.0,1.0,120319989051.0
2896.0,18.0,2661.0,16.0,34.0,5557.0,1.0,10240013251.0
1860.0,15.0,2629.0,14.0,29.0,4489.0,1.0,17407986623.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42763.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,5632236011.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168102038.0
1702.0,14.0,4221.0,17.0,31.0,5923.0,1.0,8191972352.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680239475.0
1736.0,13.0,2289.0,10.0,23.0,4025.0,1.0,4095877183.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,3583965253.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4096049380.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50646.0
1848.0,15.0,2345.0,11.0,26.0,4193.0,1.0,4607934478.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,51185.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,93502.0
1736.0,13.0,2233.0,9.0,22.0,3969.0,1.0,5631958223.0
887705.0,608.0,29686.0,410.0,1018.0,917391.0,1.0,1088512047413.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,104134.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100803.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33064.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,102828.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,113103.0
87.0,1.0,87.0,1.0,2.0,174.0,2.0,512184747.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,53589.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90675.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,116836.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,94938.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101947.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42089.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,91532.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,124498.0
20800.0,302.0,276812.0,294.0,596.0,297612.0,1.0,8189952312287.0
20732.0,301.0,275844.0,293.0,594.0,296576.0,1.0,8159744091882.0
2896.0,18.0,2661.0,16.0,34.0,5557.0,1.0,10240013251.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42763.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168102038.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680239475.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,3583965253.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50646.0
1860.0,15.0,2629.0,14.0,29.0,4489.0,1.0,17407986623.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,104134.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33064.0
1736.0,13.0,2289.0,10.0,23.0,4025.0,1.0,4095877183.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,116836.0
1104.0,5.0,1593.0,5.0,10.0,2697.0,1.0,512105130.0
2158.0,6.0,12433.0,13.0,19.0,14591.0,1.0,120319989051.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,51185.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,5632236011.0
1702.0,14.0,4221.0,17.0,31.0,5923.0,1.0,8191972352.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,113103.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,53589.0
1792.0,14.0,2289.0,10.0,24.0,4081.0,1.0,4096049380.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,101947.0
879831.0,602.0,29396.0,406.0,1008.0,909227.0,1.0,1077760378553.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100803.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,102828.0
87.0,1.0,87.0,1.0,2.0,174.0,2.0,512184747.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90675.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,94938.0
2158.0,6.0,12433.0,13.0,19.0,14591.0,1.0,120319989051.0
2896.0,18.0,2661.0,16.0,34.0,5557.0,1.0,10240013251.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,5632236011.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7168102038.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,7680239475.0
872666.0,596.0,29106.0,402.0,998.0,901772.0,1.0,1064448081376.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33064.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,102828.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,53589.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90675.0
20732.0,301.0,275844.0,293.0,594.0,296576.0,1.0,8159744091882.0
1860.0,15.0,2629.0,14.0,29.0,4489.0,1.0,17407986623.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42763.0
1702.0,14.0,4221.0,17.0,31.0,5923.0,1.0,8191972352.0
1208.0,6.0,1929.0,6.0,12.0,3137.0,1.0,1535914967.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,104134.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100803.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,113103.0
87.0,1.0,87.0,1.0,2.0,174.0,2.0,512184747.0
20732.0,301.0,275844.0,293.0,594.0,296576.0,1.0,8159744091882.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,6144094722.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50130.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,3584008126.0
2896.0,18.0,2661.0,16.0,34.0,5557.0,1.0,10240013251.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42763.0
1916.0,16.0,3625.0,11.0,27.0,5541.0,1.0,7679988708.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,96640.0
1996.0,16.0,2605.0,13.0,29.0,4601.0,1.0,5120176628.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,84391.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,5632236011.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,102828.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,98067.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,63258.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,272027.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,104134.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33064.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,113103.0
2158.0,6.0,12433.0,13.0,19.0,14591.0,1.0,120319989051.0
1736.0,13.0,2233.0,9.0,22.0,3969.0,1.0,5119966233.0
865941.0,592.0,28890.0,399.0,991.0,894831.0,1.0,1057280276014.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5120095524.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90595.0
1860.0,15.0,2629.0,14.0,29.0,4489.0,1.0,17407986623.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100803.0
377.0,5.0,241.0,3.0,8.0,618.0,1.0,1536005623.0
20664.0,300.0,274876.0,292.0,592.0,295540.0,1.0,8130048037854.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,6144094722.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50130.0
1792.0,14.0,2345.0,11.0,25.0,4137.0,1.0,3584008126.0
2896.0,18.0,2661.0,16.0,34.0,5557.0,1.0,10240013251.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42763.0
1916.0,16.0,3625.0,11.0,27.0,5541.0,1.0,7679988708.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,96640.0
1996.0,16.0,2605.0,13.0,29.0,4601.0,1.0,5120176628.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,100803.0
1500.0,10.0,2149.0,9.0,19.0,3649.0,1.0,2559985511.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,98067.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,63258.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,272027.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,104134.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33064.0
2158.0,6.0,12365.0,12.0,18.0,14523.0,1.0,92160134917.0
859491.0,588.0,28674.0,396.0,984.0,888165.0,1.0,1046528329806.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5120095524.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,90595.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,84391.0
1860.0,15.0,2629.0,14.0,29.0,4489.0,1.0,17407986623.0
20664.0,300.0,274876.0,292.0,592.0,295540.0,1.0,8130048037854.0
1848.0,15.0,2289.0,10.0,25.0,4137.0,1.0,5120095524.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50130.0
1996.0,16.0,2605.0,13.0,29.0,4601.0,1.0,5120176628.0
2896.0,18.0,2661.0,16.0,34.0,5557.0,1.0,10240013251.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,98067.0
90.0,1.0,178.0,1.0,2.0,268.0,2.0,96640.0
