source.bytes,source.packets,destination.bytes,destination.packets,network.packets,network.bytes,network.transport,event.duration
112.0,2.0,56.0,1.0,3.0,168.0,1.0,78868.0
6148.0,4.0,284.0,4.0,8.0,6432.0,1.0,9728115198.0
4849.0,4.0,284.0,4.0,8.0,5133.0,1.0,9728119273.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42173.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42059.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,48150.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40917.0
6034.0,4.0,284.0,4.0,8.0,6318.0,1.0,9728027182.0
16876.0,245.0,222552.0,237.0,482.0,239428.0,1.0,6539776047734.0
6034.0,4.0,284.0,4.0,8.0,6318.0,1.0,9728027182.0
6148.0,4.0,284.0,4.0,8.0,6432.0,1.0,9728115198.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42173.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42059.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,48150.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,78868.0
2184.0,2.0,142.0,2.0,4.0,2326.0,1.0,114101.0
16876.0,245.0,222552.0,237.0,482.0,239428.0,1.0,6539776047734.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,78868.0
6148.0,4.0,284.0,4.0,8.0,6432.0,1.0,9728115198.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42059.0
6034.0,4.0,284.0,4.0,8.0,6318.0,1.0,9728027182.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42173.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,48150.0
16876.0,245.0,222552.0,237.0,482.0,239428.0,1.0,6539776047734.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50760.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,78868.0
6768.0,6.0,358.0,5.0,11.0,7126.0,1.0,9728251990.0
2987.0,2.0,142.0,2.0,4.0,3129.0,1.0,115772.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42284.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42059.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,45155.0
3108.0,2.0,142.0,2.0,4.0,3250.0,1.0,116142.0
6034.0,4.0,284.0,4.0,8.0,6318.0,1.0,9728027182.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,28696.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42173.0
16808.0,244.0,221584.0,236.0,480.0,238392.0,1.0,6510080006896.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50760.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,78868.0
6768.0,6.0,358.0,5.0,11.0,7126.0,1.0,9728251990.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,28696.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42173.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,45155.0
3108.0,2.0,142.0,2.0,4.0,3250.0,1.0,116142.0
6034.0,4.0,284.0,4.0,8.0,6318.0,1.0,9728027182.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42284.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42059.0
16808.0,244.0,221584.0,236.0,480.0,238392.0,1.0,6510080006896.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50760.0
3108.0,2.0,142.0,2.0,4.0,3250.0,1.0,116142.0
3373.0,2.0,142.0,2.0,4.0,3515.0,1.0,121563.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42284.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,45155.0
6768.0,6.0,358.0,5.0,11.0,7126.0,1.0,9728251990.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,28696.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42173.0
16808.0,244.0,221584.0,236.0,480.0,238392.0,1.0,6510080006896.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,45155.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50760.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47106.0
3108.0,2.0,142.0,2.0,4.0,3250.0,1.0,116142.0
6768.0,6.0,358.0,5.0,11.0,7126.0,1.0,9728251990.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42284.0
2158.0,6.0,11017.0,11.0,17.0,13175.0,1.0,44544090267.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,139377.0
5947.0,5.0,358.0,5.0,10.0,6305.0,1.0,9728114388.0
5297.0,4.0,284.0,4.0,8.0,5581.0,1.0,9728149561.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511999287.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33512.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,28696.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,45155.0
5947.0,5.0,358.0,5.0,10.0,6305.0,1.0,9728114388.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47106.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511999287.0
3108.0,2.0,142.0,2.0,4.0,3250.0,1.0,116142.0
3464.0,4.0,216.0,3.0,7.0,3680.0,1.0,3072068766.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,28696.0
16740.0,243.0,220616.0,235.0,478.0,237356.0,1.0,6479872114825.0
2158.0,6.0,11017.0,11.0,17.0,13175.0,1.0,44544090267.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,139377.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,50760.0
5297.0,4.0,284.0,4.0,8.0,5581.0,1.0,9728149561.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33512.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42284.0
2158.0,6.0,11017.0,11.0,17.0,13175.0,1.0,44544090267.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,139377.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47106.0
5297.0,4.0,284.0,4.0,8.0,5581.0,1.0,9728149561.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,28696.0
16740.0,243.0,220616.0,235.0,478.0,237356.0,1.0,6479872114825.0
5947.0,5.0,358.0,5.0,10.0,6305.0,1.0,9728114388.0
3108.0,2.0,142.0,2.0,4.0,3250.0,1.0,116142.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511999287.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33512.0
16740.0,243.0,220616.0,235.0,478.0,237356.0,1.0,6479872114825.0
5947.0,5.0,358.0,5.0,10.0,6305.0,1.0,9728114388.0
5091.0,4.0,284.0,4.0,8.0,5375.0,1.0,9728105720.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,59414.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511999287.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41200.0
2158.0,6.0,11017.0,11.0,17.0,13175.0,1.0,44544090267.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,139377.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,61654.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47106.0
5297.0,4.0,284.0,4.0,8.0,5581.0,1.0,9728149561.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33512.0
16672.0,242.0,219648.0,234.0,476.0,236320.0,1.0,6449664042485.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,61654.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,139377.0
2307.0,2.0,142.0,2.0,4.0,2449.0,1.0,110690.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,59414.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41200.0
2158.0,6.0,9669.0,10.0,16.0,11827.0,1.0,22016021804.0
5091.0,4.0,284.0,4.0,8.0,5375.0,1.0,9728105720.0
5947.0,5.0,358.0,5.0,10.0,6305.0,1.0,9728114388.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47106.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,33512.0
2158.0,6.0,9669.0,10.0,16.0,11827.0,1.0,22016021804.0
5091.0,4.0,284.0,4.0,8.0,5375.0,1.0,9728105720.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,59414.0
16672.0,242.0,219648.0,234.0,476.0,236320.0,1.0,6449664042485.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,61654.0
5947.0,5.0,358.0,5.0,10.0,6305.0,1.0,9728114388.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41200.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,35526.0
2158.0,6.0,8321.0,9.0,15.0,10479.0,1.0,11776038333.0
2841.0,3.0,216.0,3.0,6.0,3057.0,1.0,175299.0
5091.0,4.0,284.0,4.0,8.0,5375.0,1.0,9728105720.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41200.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,59414.0
16672.0,242.0,219648.0,234.0,476.0,236320.0,1.0,6449664042485.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,61654.0
5020.0,4.0,284.0,4.0,8.0,5304.0,1.0,9728117784.0
7284.0,6.0,426.0,6.0,12.0,7710.0,1.0,9728071966.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42549.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41593.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,35526.0
2158.0,6.0,5625.0,7.0,13.0,7783.0,1.0,4096030826.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,61654.0
7284.0,6.0,426.0,6.0,12.0,7710.0,1.0,9728071966.0
5020.0,4.0,284.0,4.0,8.0,5304.0,1.0,9728117784.0
5091.0,4.0,284.0,4.0,8.0,5375.0,1.0,9728105720.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41593.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42549.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,59414.0
16604.0,241.0,218680.0,233.0,474.0,235284.0,1.0,6419968071771.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,35526.0
5020.0,4.0,284.0,4.0,8.0,5304.0,1.0,9728117784.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41593.0
16604.0,241.0,218680.0,233.0,474.0,235284.0,1.0,6419968071771.0
7284.0,6.0,426.0,6.0,12.0,7710.0,1.0,9728071966.0
2838.0,2.0,142.0,2.0,4.0,2980.0,1.0,113446.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42549.0
16604.0,241.0,218680.0,233.0,474.0,235284.0,1.0,6419968071771.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511939865.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,35526.0
5069.0,4.0,284.0,4.0,8.0,5353.0,1.0,9728059199.0
7284.0,6.0,426.0,6.0,12.0,7710.0,1.0,9728071966.0
497.0,5.0,565.0,5.0,10.0,1062.0,1.0,377881.0
5020.0,4.0,284.0,4.0,8.0,5304.0,1.0,9728117784.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43116.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52114.0
344.0,1.0,360.0,1.0,2.0,704.0,2.0,75441.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41593.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42549.0
16536.0,240.0,217712.0,232.0,472.0,234248.0,1.0,6389760034389.0
5069.0,4.0,284.0,4.0,8.0,5353.0,1.0,9728059199.0
497.0,5.0,565.0,5.0,10.0,1062.0,1.0,377881.0
7284.0,6.0,426.0,6.0,12.0,7710.0,1.0,9728071966.0
344.0,1.0,360.0,1.0,2.0,704.0,2.0,75441.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52114.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41593.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511939865.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,35526.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43116.0
2243.0,2.0,142.0,2.0,4.0,2385.0,1.0,122321.0
16536.0,240.0,217712.0,232.0,472.0,234248.0,1.0,6389760034389.0
5069.0,4.0,284.0,4.0,8.0,5353.0,1.0,9728059199.0
497.0,5.0,565.0,5.0,10.0,1062.0,1.0,377881.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52114.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511939865.0
7284.0,6.0,426.0,6.0,12.0,7710.0,1.0,9728071966.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43116.0
344.0,1.0,360.0,1.0,2.0,704.0,2.0,75441.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511939865.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,100799.0
5885.0,4.0,284.0,4.0,8.0,6169.0,1.0,9728087420.0
497.0,5.0,565.0,5.0,10.0,1062.0,1.0,377881.0
4315.0,4.0,284.0,4.0,8.0,4599.0,1.0,4096086705.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52114.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43116.0
344.0,1.0,360.0,1.0,2.0,704.0,2.0,75441.0
16536.0,240.0,217712.0,232.0,472.0,234248.0,1.0,6389760034389.0
5069.0,4.0,284.0,4.0,8.0,5353.0,1.0,9728059199.0
4741.0,4.0,284.0,4.0,8.0,5025.0,1.0,9728141883.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42908.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52406.0
16468.0,239.0,216712.0,231.0,470.0,233180.0,1.0,6360064005742.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,100799.0
4741.0,4.0,284.0,4.0,8.0,5025.0,1.0,9728141883.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42908.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43116.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511939865.0
5885.0,4.0,284.0,4.0,8.0,6169.0,1.0,9728087420.0
5069.0,4.0,284.0,4.0,8.0,5353.0,1.0,9728059199.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52406.0
16468.0,239.0,216712.0,231.0,470.0,233180.0,1.0,6360064005742.0
5885.0,4.0,284.0,4.0,8.0,6169.0,1.0,9728087420.0
4741.0,4.0,284.0,4.0,8.0,5025.0,1.0,9728141883.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52406.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43116.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511939865.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,100799.0
2685.0,2.0,142.0,2.0,4.0,2827.0,1.0,112045.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42908.0
16468.0,239.0,216712.0,231.0,470.0,233180.0,1.0,6360064005742.0
5580.0,4.0,284.0,4.0,8.0,5864.0,1.0,9728065160.0
2429.0,2.0,142.0,2.0,4.0,2571.0,1.0,122182.0
5885.0,4.0,284.0,4.0,8.0,6169.0,1.0,9728087420.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,100799.0
4741.0,4.0,284.0,4.0,8.0,5025.0,1.0,9728141883.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41738.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39862.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52406.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42908.0
16400.0,238.0,215744.0,230.0,468.0,232144.0,1.0,6329856102952.0
2429.0,2.0,142.0,2.0,4.0,2571.0,1.0,122182.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,100799.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41738.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52406.0
5580.0,4.0,284.0,4.0,8.0,5864.0,1.0,9728065160.0
5885.0,4.0,284.0,4.0,8.0,6169.0,1.0,9728087420.0
2243.0,2.0,142.0,2.0,4.0,2385.0,1.0,161666.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39862.0
16400.0,238.0,215744.0,230.0,468.0,232144.0,1.0,6329856102952.0
2429.0,2.0,142.0,2.0,4.0,2571.0,1.0,122182.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41738.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,52406.0
5580.0,4.0,284.0,4.0,8.0,5864.0,1.0,9728065160.0
5885.0,4.0,284.0,4.0,8.0,6169.0,1.0,9728087420.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39862.0
132.0,2.0,112.0,2.0,4.0,244.0,1.0,6656036105.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47919.0
5580.0,4.0,284.0,4.0,8.0,5864.0,1.0,9728065160.0
2429.0,2.0,142.0,2.0,4.0,2571.0,1.0,122182.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43382.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41738.0
16400.0,238.0,215744.0,230.0,468.0,232144.0,1.0,6329856102952.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,105674.0
5792.0,4.0,284.0,4.0,8.0,6076.0,1.0,9728084872.0
2887.0,2.0,142.0,2.0,4.0,3029.0,1.0,115070.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42258.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39862.0
132.0,2.0,112.0,2.0,4.0,244.0,1.0,6656036105.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,105674.0
5580.0,4.0,284.0,4.0,8.0,5864.0,1.0,9728065160.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42258.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41738.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47919.0
5792.0,4.0,284.0,4.0,8.0,6076.0,1.0,9728084872.0
2429.0,2.0,142.0,2.0,4.0,2571.0,1.0,122182.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43382.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,39862.0
16332.0,237.0,214776.0,229.0,466.0,231108.0,1.0,6300160079305.0
132.0,2.0,112.0,2.0,4.0,244.0,1.0,6656036105.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,105674.0
5580.0,4.0,284.0,4.0,8.0,5864.0,1.0,9728065160.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43382.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47919.0
5792.0,4.0,284.0,4.0,8.0,6076.0,1.0,9728084872.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42258.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41738.0
16332.0,237.0,214776.0,229.0,466.0,231108.0,1.0,6300160079305.0
16332.0,237.0,214776.0,229.0,466.0,231108.0,1.0,6300160079305.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42832.0
132.0,2.0,112.0,2.0,4.0,244.0,1.0,6656036105.0
14204.0,11.0,784.0,11.0,22.0,14988.0,1.0,29696151016.0
5845.0,4.0,284.0,4.0,8.0,6129.0,1.0,9728208442.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40363.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42258.0
2442.0,9.0,317.0,4.0,13.0,2759.0,1.0,20480053335.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,47919.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,105674.0
5792.0,4.0,284.0,4.0,8.0,6076.0,1.0,9728084872.0
2488.0,2.0,142.0,2.0,4.0,2630.0,1.0,133398.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43382.0
16184.0,235.0,212840.0,227.0,462.0,229024.0,1.0,6269952127152.0
132.0,2.0,112.0,2.0,4.0,244.0,1.0,6656036105.0
14204.0,11.0,784.0,11.0,22.0,14988.0,1.0,29696151016.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40363.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,43382.0
2442.0,9.0,317.0,4.0,13.0,2759.0,1.0,20480053335.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42832.0
5845.0,4.0,284.0,4.0,8.0,6129.0,1.0,9728208442.0
5792.0,4.0,284.0,4.0,8.0,6076.0,1.0,9728084872.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42258.0
16184.0,235.0,212840.0,227.0,462.0,229024.0,1.0,6269952127152.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42832.0
14204.0,11.0,784.0,11.0,22.0,14988.0,1.0,29696151016.0
3417.0,2.0,142.0,2.0,4.0,3559.0,1.0,139114.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42258.0
132.0,2.0,112.0,2.0,4.0,244.0,1.0,6656036105.0
5845.0,4.0,284.0,4.0,8.0,6129.0,1.0,9728208442.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40363.0
2442.0,9.0,317.0,4.0,13.0,2759.0,1.0,20480053335.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511971155.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,45201.0
1537.0,12.0,2541.0,12.0,24.0,4078.0,1.0,1024405900.0
2442.0,9.0,317.0,4.0,13.0,2759.0,1.0,20480053335.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,38246.0
14204.0,11.0,784.0,11.0,22.0,14988.0,1.0,29696151016.0
5845.0,4.0,284.0,4.0,8.0,6129.0,1.0,9728208442.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,37845.0
87.0,1.0,126.0,1.0,2.0,213.0,2.0,100802.0
87.0,1.0,103.0,1.0,2.0,190.0,2.0,72761.0
174.0,2.0,249.0,2.0,4.0,423.0,2.0,233687.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,50865.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40363.0
16184.0,235.0,212840.0,227.0,462.0,229024.0,1.0,6269952127152.0
56.0,1.0,56.0,1.0,2.0,112.0,1.0,42832.0
16116.0,234.0,211872.0,226.0,460.0,227988.0,1.0,6239744057820.0
1537.0,12.0,2541.0,12.0,24.0,4078.0,1.0,1024405900.0
1479.0,8.0,317.0,4.0,12.0,1796.0,1.0,13823999210.0
2794.0,2.0,142.0,2.0,4.0,2936.0,1.0,112050.0
87.0,1.0,126.0,1.0,2.0,213.0,2.0,100802.0
174.0,2.0,249.0,2.0,4.0,423.0,2.0,233687.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,40363.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511971155.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,45201.0
14204.0,11.0,784.0,11.0,22.0,14988.0,1.0,29696151016.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,37845.0
87.0,1.0,103.0,1.0,2.0,190.0,2.0,72761.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,50865.0
16116.0,234.0,211872.0,226.0,460.0,227988.0,1.0,6239744057820.0
1537.0,12.0,2541.0,12.0,24.0,4078.0,1.0,1024405900.0
1295.0,6.0,317.0,4.0,10.0,1612.0,1.0,7167980037.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,37845.0
87.0,1.0,103.0,1.0,2.0,190.0,2.0,72761.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,50865.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511971155.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,45201.0
14204.0,11.0,784.0,11.0,22.0,14988.0,1.0,29696151016.0
87.0,1.0,126.0,1.0,2.0,213.0,2.0,100802.0
174.0,2.0,249.0,2.0,4.0,423.0,2.0,233687.0
16116.0,234.0,211872.0,226.0,460.0,227988.0,1.0,6239744057820.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511971155.0
1537.0,12.0,2541.0,12.0,24.0,4078.0,1.0,1024405900.0
87.0,1.0,103.0,1.0,2.0,190.0,2.0,72761.0
4606.0,4.0,284.0,4.0,8.0,4890.0,1.0,9728111650.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41345.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42612.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,37845.0
87.0,1.0,126.0,1.0,2.0,213.0,2.0,100802.0
174.0,2.0,249.0,2.0,4.0,423.0,2.0,233687.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,45201.0
5446.0,4.0,284.0,4.0,8.0,5730.0,1.0,9728125444.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,50865.0
10653.0,8.0,568.0,8.0,16.0,11221.0,1.0,19968123056.0
1537.0,12.0,2541.0,12.0,24.0,4078.0,1.0,1024405900.0
5446.0,4.0,284.0,4.0,8.0,5730.0,1.0,9728125444.0
7209.0,6.0,426.0,6.0,12.0,7635.0,1.0,17408065922.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42612.0
87.0,1.0,126.0,1.0,2.0,213.0,2.0,100802.0
174.0,2.0,249.0,2.0,4.0,423.0,2.0,233687.0
16048.0,233.0,210904.0,225.0,458.0,226952.0,1.0,6210047988885.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511971155.0
60.0,1.0,56.0,1.0,2.0,116.0,1.0,45201.0
4606.0,4.0,284.0,4.0,8.0,4890.0,1.0,9728111650.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41345.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,37845.0
87.0,1.0,103.0,1.0,2.0,190.0,2.0,72761.0
112.0,2.0,56.0,1.0,3.0,168.0,1.0,511971155.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41345.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42612.0
16048.0,233.0,210904.0,225.0,458.0,226952.0,1.0,6210047988885.0
5446.0,4.0,284.0,4.0,8.0,5730.0,1.0,9728125444.0
2703.0,2.0,142.0,2.0,4.0,2845.0,1.0,112561.0
4606.0,4.0,284.0,4.0,8.0,4890.0,1.0,9728111650.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511990148.0
4606.0,4.0,284.0,4.0,8.0,4890.0,1.0,9728111650.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,44059.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41345.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,42612.0
16048.0,233.0,210904.0,225.0,458.0,226952.0,1.0,6210047988885.0
5210.0,4.0,284.0,4.0,8.0,5494.0,1.0,9728067594.0
5446.0,4.0,284.0,4.0,8.0,5730.0,1.0,9728125444.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41282.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41345.0
5446.0,4.0,284.0,4.0,8.0,5730.0,1.0,9728125444.0
2025.0,2.0,142.0,2.0,4.0,2167.0,1.0,147744.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,44059.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,41282.0
15980.0,232.0,209952.0,224.0,456.0,225932.0,1.0,6179840107121.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511990148.0
5210.0,4.0,284.0,4.0,8.0,5494.0,1.0,9728067594.0
15980.0,232.0,209952.0,224.0,456.0,225932.0,1.0,6179840107121.0
68.0,1.0,56.0,1.0,2.0,124.0,1.0,511990148.0
5210.0,4.0,284.0,4.0,8.0,5494.0,1.0,9728067594.0
5446.0,4.0,284.0,4.0,8.0,5730.0,1.0,9728125444.0
92.0,1.0,92.0,1.0,2.0,184.0,2.0,44059.0
