,@timestamp,source.ip,source.port,source.packets,source.bytes,destination.ip,destination.port,destination.packets,destination.bytes,network.bytes,network.transport,event.duration,network.packets
9671,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,070",4,288,10.0.22.101,"13,006",2,152,440,tcp,"257,860",6.0
9672,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,070",2,144,10.0.22.101,"13,006",1,76,220,tcp,"201,991",3.0
9673,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,434",4,288,10.0.22.101,"13,001",2,152,440,tcp,"238,109",6.0
9674,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,434",2,144,10.0.22.101,"13,001",1,76,220,tcp,"230,485",3.0
9675,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,142",4,288,10.0.22.101,"13,002",2,152,440,tcp,"251,860",6.0
9676,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,142",2,144,10.0.22.101,"13,002",1,76,220,tcp,"173,287",3.0
9677,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,308",4,288,10.0.22.101,"13,003",2,152,440,tcp,"285,642",6.0
9678,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,308",2,144,10.0.22.101,"13,003",1,76,220,tcp,"207,514",3.0
9679,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,910",4,288,10.0.22.101,"13,004",2,152,440,tcp,"227,586",6.0
9680,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,910",2,144,10.0.22.101,"13,004",1,76,220,tcp,"202,345",3.0
9681,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,094",4,288,10.0.22.101,"13,005",2,152,440,tcp,"223,533",6.0
9682,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,094",2,144,10.0.22.101,"13,005",1,76,220,tcp,"188,990",3.0
9683,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,082",4,288,10.0.22.101,"13,006",2,152,440,tcp,"667,226",6.0
9684,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,082",2,144,10.0.22.101,"13,006",1,76,220,tcp,"211,407",3.0
9685,"Jan 23, 2020 @ 14:25:10.002",176.113.115.50,"45,686",2,112,10.0.12.101,"27,389",1,56,168,tcp,"159,272,879",3.0
9686,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,152",12,"2,574",10.0.22.101,"13,002",12,"1,326","3,900",tcp,"1,457,113",24.0
9687,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,152",6,"1,287",10.0.22.101,"13,002",6,663,"1,950",tcp,"1,317,951",12.0
9688,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,448",12,"1,410",10.0.22.101,"13,001",12,"1,146","2,556",tcp,"1,315,648",24.0
9689,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,448",6,705,10.0.22.101,"13,001",6,573,"1,278",tcp,"1,195,541",12.0
9690,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,450",12,"1,290",10.0.22.101,"13,001",10,"2,086","3,376",tcp,"668,464,504",22.0
9691,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,450",6,645,10.0.22.101,"13,001",5,"1,043","1,688",tcp,"668,432,151",11.0
9692,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,452",4,288,10.0.22.101,"13,001",2,152,440,tcp,"274,265",6.0
9693,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,452",2,144,10.0.22.101,"13,001",1,76,220,tcp,"241,247",3.0
9694,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,160",4,288,10.0.22.101,"13,002",2,152,440,tcp,"292,454",6.0
9695,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,160",2,144,10.0.22.101,"13,002",1,76,220,tcp,"215,290",3.0
9696,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,326",12,"1,394",10.0.22.101,"13,003",10,"1,034","2,428",tcp,"1,169,126",22.0
9697,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,326",6,697,10.0.22.101,"13,003",5,517,"1,214",tcp,"1,121,164",11.0
9698,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,164",12,"2,576",10.0.22.101,"13,002",12,"1,326","3,902",tcp,"1,265,336",24.0
9699,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,164",6,"1,288",10.0.22.101,"13,002",6,663,"1,951",tcp,"1,097,414",12.0
9700,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,330",4,288,10.0.22.101,"13,003",2,152,440,tcp,"186,342",6.0
9701,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,330",2,144,10.0.22.101,"13,003",1,76,220,tcp,"157,981",3.0
9702,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,932",4,288,10.0.22.101,"13,004",2,152,440,tcp,"266,437",6.0
9703,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,932",2,144,10.0.22.101,"13,004",1,76,220,tcp,"205,110",3.0
9704,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,116",4,288,10.0.22.101,"13,005",2,152,440,tcp,"238,702",6.0
9705,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,116",2,144,10.0.22.101,"13,005",1,76,220,tcp,"193,120",3.0
9706,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,104",4,288,10.0.22.101,"13,006",2,152,440,tcp,"224,968",6.0
9707,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,104",2,144,10.0.22.101,"13,006",1,76,220,tcp,"191,489",3.0
9708,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,468",4,288,10.0.22.101,"13,001",2,152,440,tcp,"265,630",6.0
9709,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,468",2,144,10.0.22.101,"13,001",1,76,220,tcp,"209,120",3.0
9710,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,176",4,288,10.0.22.101,"13,002",2,152,440,tcp,"286,468",6.0
9711,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,176",2,144,10.0.22.101,"13,002",1,76,220,tcp,"234,817",3.0
9712,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,342",4,288,10.0.22.101,"13,003",2,152,440,tcp,"243,151",6.0
9713,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,342",2,144,10.0.22.101,"13,003",1,76,220,tcp,"196,958",3.0
9714,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,944",4,288,10.0.22.101,"13,004",2,152,440,tcp,"254,842",6.0
9715,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,944",2,144,10.0.22.101,"13,004",1,76,220,tcp,"201,744",3.0
9716,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,128",4,288,10.0.22.101,"13,005",2,152,440,tcp,"762,472",6.0
9717,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,128",2,144,10.0.22.101,"13,005",1,76,220,tcp,"695,005",3.0
9718,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,184",12,"2,574",10.0.22.101,"13,002",12,"1,326","3,900",tcp,"1,270,972",24.0
9719,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,184",6,"1,287",10.0.22.101,"13,002",6,663,"1,950",tcp,"1,115,261",12.0
9720,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,118",4,288,10.0.22.101,"13,006",2,152,440,tcp,"267,734",6.0
9721,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,118",2,144,10.0.22.101,"13,006",1,76,220,tcp,"238,577",3.0
9722,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,482",4,288,10.0.22.101,"13,001",2,152,440,tcp,"245,195",6.0
9723,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,482",2,144,10.0.22.101,"13,001",1,76,220,tcp,"198,085",3.0
9724,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,190",4,288,10.0.22.101,"13,002",2,152,440,tcp,"243,488",6.0
9725,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,190",2,144,10.0.22.101,"13,002",1,76,220,tcp,"212,362",3.0
9726,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,356",4,288,10.0.22.101,"13,003",2,152,440,tcp,"203,430",6.0
9727,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,356",2,144,10.0.22.101,"13,003",1,76,220,tcp,"174,591",3.0
9728,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,958",4,288,10.0.22.101,"13,004",2,152,440,tcp,"258,668",6.0
9729,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,958",2,144,10.0.22.101,"13,004",1,76,220,tcp,"196,684",3.0
9730,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,142",4,288,10.0.22.101,"13,005",2,152,440,tcp,"260,040",6.0
9731,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,142",2,144,10.0.22.101,"13,005",1,76,220,tcp,"198,042",3.0
9732,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,130",4,288,10.0.22.101,"13,006",2,152,440,tcp,"245,071",6.0
9733,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,130",2,144,10.0.22.101,"13,006",1,76,220,tcp,"195,637",3.0
9734,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,494",4,288,10.0.22.101,"13,001",2,152,440,tcp,"237,655",6.0
9735,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,494",2,144,10.0.22.101,"13,001",1,76,220,tcp,"210,317",3.0
9736,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,202",4,288,10.0.22.101,"13,002",2,152,440,tcp,"259,279",6.0
9737,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,202",2,144,10.0.22.101,"13,002",1,76,220,tcp,"227,878",3.0
9738,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,368",4,288,10.0.22.101,"13,003",2,152,440,tcp,"383,408",6.0
9739,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,368",2,144,10.0.22.101,"13,003",1,76,220,tcp,"332,337",3.0
9740,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,970",4,288,10.0.22.101,"13,004",2,152,440,tcp,"280,731",6.0
9741,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,970",2,144,10.0.22.101,"13,004",1,76,220,tcp,"215,706",3.0
9742,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,154",4,288,10.0.22.101,"13,005",2,152,440,tcp,"255,428",6.0
9743,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,154",2,144,10.0.22.101,"13,005",1,76,220,tcp,"195,523",3.0
9744,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,210",12,"2,570",10.0.22.101,"13,002",12,"1,326","3,896",tcp,"1,391,904",24.0
9745,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,210",6,"1,285",10.0.22.101,"13,002",6,663,"1,948",tcp,"1,266,530",12.0
9746,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,144",4,288,10.0.22.101,"13,006",2,152,440,tcp,"236,369",6.0
9747,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,144",2,144,10.0.22.101,"13,006",1,76,220,tcp,"215,107",3.0
9748,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,508",4,288,10.0.22.101,"13,001",2,152,440,tcp,"262,189",6.0
9749,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,508",2,144,10.0.22.101,"13,001",1,76,220,tcp,"195,343",3.0
9750,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,216",4,288,10.0.22.101,"13,002",2,152,440,tcp,"241,378",6.0
9751,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,216",2,144,10.0.22.101,"13,002",1,76,220,tcp,"196,298",3.0
9752,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,382",4,288,10.0.22.101,"13,003",2,152,440,tcp,"239,885",6.0
9753,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,382",2,144,10.0.22.101,"13,003",1,76,220,tcp,"226,613",3.0
9754,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,984",4,288,10.0.22.101,"13,004",2,152,440,tcp,"215,459",6.0
9755,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,984",2,144,10.0.22.101,"13,004",1,76,220,tcp,"180,208",3.0
9756,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,168",4,288,10.0.22.101,"13,005",2,152,440,tcp,"239,189",6.0
9757,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,168",2,144,10.0.22.101,"13,005",1,76,220,tcp,"201,370",3.0
9758,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,156",4,288,10.0.22.101,"13,006",2,152,440,tcp,"260,557",6.0
9759,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,156",2,144,10.0.22.101,"13,006",1,76,220,tcp,"193,641",3.0
9760,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,520",4,288,10.0.22.101,"13,001",2,152,440,tcp,"267,110",6.0
9761,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,520",2,144,10.0.22.101,"13,001",1,76,220,tcp,"201,372",3.0
9762,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,228",4,288,10.0.22.101,"13,002",2,152,440,tcp,"217,464",6.0
9763,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,228",2,144,10.0.22.101,"13,002",1,76,220,tcp,"180,597",3.0
9764,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,394",4,288,10.0.22.101,"13,003",2,152,440,tcp,"216,350",6.0
9765,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,394",2,144,10.0.22.101,"13,003",1,76,220,tcp,"179,511",3.0
9766,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"35,996",4,288,10.0.22.101,"13,004",2,152,440,tcp,"261,300",6.0
9767,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"35,996",2,144,10.0.22.101,"13,004",1,76,220,tcp,"229,971",3.0
9768,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,180",4,288,10.0.22.101,"13,005",2,152,440,tcp,"280,969",6.0
9769,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,180",2,144,10.0.22.101,"13,005",1,76,220,tcp,"238,471",3.0
9770,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,236",12,"2,570",10.0.22.101,"13,002",12,"1,326","3,896",tcp,"1,273,337",24.0
9771,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,236",6,"1,285",10.0.22.101,"13,002",6,663,"1,948",tcp,"1,139,811",12.0
9772,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,170",4,288,10.0.22.101,"13,006",2,152,440,tcp,"235,447",6.0
9773,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,170",2,144,10.0.22.101,"13,006",1,76,220,tcp,"198,849",3.0
9774,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,534",4,288,10.0.22.101,"13,001",2,152,440,tcp,"265,738",6.0
9775,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,534",2,144,10.0.22.101,"13,001",1,76,220,tcp,"206,968",3.0
9776,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,242",4,288,10.0.22.101,"13,002",2,152,440,tcp,"231,473",6.0
9777,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,242",2,144,10.0.22.101,"13,002",1,76,220,tcp,"195,105",3.0
9778,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,408",4,288,10.0.22.101,"13,003",2,152,440,tcp,"235,050",6.0
9779,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,408",2,144,10.0.22.101,"13,003",1,76,220,tcp,"199,120",3.0
9780,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"36,010",4,288,10.0.22.101,"13,004",2,152,440,tcp,"246,701",6.0
9781,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"36,010",2,144,10.0.22.101,"13,004",1,76,220,tcp,"222,454",3.0
9782,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,194",4,288,10.0.22.101,"13,005",2,152,440,tcp,"247,302",6.0
9783,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,194",2,144,10.0.22.101,"13,005",1,76,220,tcp,"198,066",3.0
9784,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,544",12,"1,410",10.0.22.101,"13,001",12,"1,146","2,556",tcp,"1,277,542",24.0
9785,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,544",6,705,10.0.22.101,"13,001",6,573,"1,278",tcp,"1,144,951",12.0
9786,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,546",12,"1,290",10.0.22.101,"13,001",12,"2,222","3,512",tcp,"508,459,364",24.0
9787,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,546",6,645,10.0.22.101,"13,001",6,"1,111","1,756",tcp,"508,339,567",12.0
9788,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,186",4,288,10.0.22.101,"13,006",2,152,440,tcp,"232,431",6.0
9789,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,186",2,144,10.0.22.101,"13,006",1,76,220,tcp,"194,331",3.0
9790,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,420",12,"1,394",10.0.22.101,"13,003",12,"1,170","2,564",tcp,"1,571,249",24.0
9791,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,420",6,697,10.0.22.101,"13,003",6,585,"1,282",tcp,"1,432,639",12.0
9792,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,258",12,"2,574",10.0.22.101,"13,002",8,"1,054","3,628",tcp,"1,295,359",20.0
9793,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,258",6,"1,287",10.0.22.101,"13,002",4,527,"1,814",tcp,"1,234,177",10.0
9794,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,554",4,288,10.0.22.101,"13,001",2,152,440,tcp,"242,006",6.0
9795,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,554",2,144,10.0.22.101,"13,001",1,76,220,tcp,"197,976",3.0
9796,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,262",4,288,10.0.22.101,"13,002",2,152,440,tcp,"250,633",6.0
9797,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,262",2,144,10.0.22.101,"13,002",1,76,220,tcp,"201,374",3.0
9798,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,428",4,288,10.0.22.101,"13,003",2,152,440,tcp,"243,055",6.0
9799,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,428",2,144,10.0.22.101,"13,003",1,76,220,tcp,"216,280",3.0
9800,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"36,030",4,288,10.0.22.101,"13,004",2,152,440,tcp,"263,794",6.0
9801,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"36,030",2,144,10.0.22.101,"13,004",1,76,220,tcp,"220,736",3.0
9802,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,214",4,288,10.0.22.101,"13,005",2,152,440,tcp,"242,019",6.0
9803,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,214",2,144,10.0.22.101,"13,005",1,76,220,tcp,"195,811",3.0
9804,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,202",4,288,10.0.22.101,"13,006",2,152,440,tcp,"253,766",6.0
9805,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,202",2,144,10.0.22.101,"13,006",1,76,220,tcp,"213,729",3.0
9806,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,566",4,288,10.0.22.101,"13,001",2,152,440,tcp,"276,131",6.0
9807,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,566",2,144,10.0.22.101,"13,001",1,76,220,tcp,"235,533",3.0
9808,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,274",4,288,10.0.22.101,"13,002",2,152,440,tcp,"255,501",6.0
9809,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,274",2,144,10.0.22.101,"13,002",1,76,220,tcp,"207,789",3.0
9810,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,440",4,288,10.0.22.101,"13,003",2,152,440,tcp,"290,986",6.0
9811,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,440",2,144,10.0.22.101,"13,003",1,76,220,tcp,"245,447",3.0
9812,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"36,042",4,288,10.0.22.101,"13,004",2,152,440,tcp,"296,134",6.0
9813,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"36,042",2,144,10.0.22.101,"13,004",1,76,220,tcp,"195,982",3.0
9814,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,226",4,288,10.0.22.101,"13,005",2,152,440,tcp,"241,165",6.0
9815,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,226",2,144,10.0.22.101,"13,005",1,76,220,tcp,"194,706",3.0
9816,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,214",4,288,10.0.22.101,"13,006",2,152,440,tcp,"267,986",6.0
9817,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,214",2,144,10.0.22.101,"13,006",1,76,220,tcp,"201,094",3.0
9818,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,578",4,288,10.0.22.101,"13,001",2,152,440,tcp,"259,185",6.0
9819,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,578",2,144,10.0.22.101,"13,001",1,76,220,tcp,"196,687",3.0
9820,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,286",4,288,10.0.22.101,"13,002",2,152,440,tcp,"241,419",6.0
9821,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,286",2,144,10.0.22.101,"13,002",1,76,220,tcp,"209,707",3.0
9822,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,452",4,288,10.0.22.101,"13,003",2,152,440,tcp,"444,889",6.0
9823,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,452",2,144,10.0.22.101,"13,003",1,76,220,tcp,"381,433",3.0
9824,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,290",12,"2,572",10.0.22.101,"13,002",12,"1,326","3,898",tcp,"488,118,731",24.0
9825,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,290",6,"1,286",10.0.22.101,"13,002",6,663,"1,949",tcp,"487,895,280",12.0
9826,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"36,056",4,288,10.0.22.101,"13,004",2,152,440,tcp,"356,046",6.0
9827,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"36,056",2,144,10.0.22.101,"13,004",1,76,220,tcp,"223,873",3.0
9828,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,240",4,288,10.0.22.101,"13,005",2,152,440,tcp,"222,805",6.0
9829,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,240",2,144,10.0.22.101,"13,005",1,76,220,tcp,"186,898",3.0
9830,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,228",4,288,10.0.22.101,"13,006",2,152,440,tcp,"247,046",6.0
9831,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,228",2,144,10.0.22.101,"13,006",1,76,220,tcp,"216,260",3.0
9832,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,592",4,288,10.0.22.101,"13,001",2,152,440,tcp,"224,851",6.0
9833,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,592",2,144,10.0.22.101,"13,001",1,76,220,tcp,"202,349",3.0
9834,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,300",4,288,10.0.22.101,"13,002",2,152,440,tcp,"213,402",6.0
9835,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,300",2,144,10.0.22.101,"13,002",1,76,220,tcp,"177,451",3.0
9836,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,466",4,288,10.0.22.101,"13,003",2,152,440,tcp,"267,785",6.0
9837,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,466",2,144,10.0.22.101,"13,003",1,76,220,tcp,"205,520",3.0
9838,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"36,068",4,288,10.0.22.101,"13,004",2,152,440,tcp,"241,097",6.0
9839,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"36,068",2,144,10.0.22.101,"13,004",1,76,220,tcp,"209,666",3.0
9840,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,252",4,288,10.0.22.101,"13,005",2,152,440,tcp,"266,261",6.0
9841,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,252",2,144,10.0.22.101,"13,005",1,76,220,tcp,"196,440",3.0
9842,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,240",4,288,10.0.22.101,"13,006",2,152,440,tcp,"269,807",6.0
9843,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,240",2,144,10.0.22.101,"13,006",1,76,220,tcp,"205,500",3.0
9844,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"43,604",4,288,10.0.22.101,"13,001",2,152,440,tcp,"238,493",6.0
9845,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"43,604",2,144,10.0.22.101,"13,001",1,76,220,tcp,"207,097",3.0
9846,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"53,312",4,288,10.0.22.101,"13,002",2,152,440,tcp,"264,033",6.0
9847,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"53,312",2,144,10.0.22.101,"13,002",1,76,220,tcp,"221,070",3.0
9848,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,478",4,288,10.0.22.101,"13,003",2,152,440,tcp,"272,554",6.0
9849,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,478",2,144,10.0.22.101,"13,003",1,76,220,tcp,"215,148",3.0
9850,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"36,080",4,288,10.0.22.101,"13,004",2,152,440,tcp,"252,719",6.0
9851,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"36,080",2,144,10.0.22.101,"13,004",1,76,220,tcp,"207,164",3.0
9852,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"46,264",4,288,10.0.22.101,"13,005",2,152,440,tcp,"258,541",6.0
9853,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"46,264",2,144,10.0.22.101,"13,005",1,76,220,tcp,"196,712",3.0
9854,"Jan 23, 2020 @ 14:25:10.002",192.168.4.10,"39,252",4,288,10.0.22.101,"13,006",2,152,440,tcp,"239,778",6.0
9855,"Jan 23, 2020 @ 14:25:10.002",10.0.12.101,"39,252",2,144,10.0.22.101,"13,006",1,76,220,tcp,"192,762",3.0
